index,include,title,abstract,first_author,year,journal,doi,pubmed_id,authors,pubmed_type,publication_types,mesh,webofscience_id,central_id,openalex_id,title_length,title_word_count,title_sentence_count,abstract_length,abstract_word_count,abstract_sentence_count,language_title,language_abstract
10,false,measure cost schizophrenia,schizophrenia stressrelated biomedical condition brain characterise unusual internal experience severe often persistent functional disability socially inappropriate behaviour estimate schizophrenia affect approximately adult worldwide young adult especially vulnerable illness profound economic impact patient family society large patient schizophrenia admit hospital long inpatient stay keep patient institutional setting psychiatry could offer little active treatment available world war ii especially follow introduction chlorpromazine treatment offer increasingly outpatient setting present individual schizophrenia receive healthcare service outpatient facility supplement brief hospital treatment trend toward communitybased care continue support part recent pharmacotherapeutic development make new generation drug treatment option available clozapine widely use new drug subject several study compare cost conventional drug treatment early study suggest reduction cost hospital treatment possible near future time despite increase availability effective treatment outpatient setting shift resource institutional community care occur quickly might wish delay transformation care system cause political interest group sheer inertia infrastructure leave era institutional care factor must take account estimate cost schizophrenia care next decade aim review provide clinical picture schizophrenia emphasise feature contribute cost illness define quantify direct indirect cost illness discuss cost implication new pharmacotherapeutic psychosocial treatment critique strategy measure economic efficacy new treatment difficulty measure cost schizophrenia relate transition institutional communitybased system care u also review,Terkelsen KG,1995,Pharmacoeconomics,https://doi.org/10.2165/00019053-199508030-00004,10155617,Terkelsen KG; Menikoff A,article,D016428: Journal Article; D016454: Review,D000328: Adult; D017281: Cost of Illness; D003688: Deinstitutionalization; D006291: Health Policy; D006801: Humans; D012559: Schizophrenia; D014481: United States,,,https://openalex.org/W193513270,36,5,1,2501,404,17,en,en
11,false,measure quality life patient schizophrenia,schizophrenia chronic disabling illness affect population heterogenous disorder variable aetiological prognostic treatment response pattern course generally long term acute psychotic exacerbation may require hospitalisation cornerstone clinical management use antipsychotic neuroleptic medication although effective cause adverse effect may impact negatively functional status individual early study quality life schizophrenia mainly concern development technique identify patient need community difficulty encounter study include lack agreement definition quality life lack appropriate integrative conceptual model concern reliability patient selfreports quality life lack standardised qualityoflife measure appropriate schizophrenia number diseasespecific generic scale subsequently use measurement quality life schizophrenia list diseasespecific scale extensive unfortunately many use single study psychometric property specify generic scale apply across various type severity illness well different health intervention across demographic cultural group medication cost schizophrenia represent small fraction total cost illness however pharmacoeconomic study attract much interest result high cost newly introduce medication concern limitation antipsychotic medication particularly adverse effect exemplify reintroduction clozapine treatment refractory schizophrenia study combine qualityoflife measure cost analysis schizophrenia number methodological shortcoming many study retrospective nature number length hospitalisation use parameter cost analysis introduce bias depend varying approach hospitalisation conclude following factor important choose develop qualityoflife measure schizophrenia quality life multidimensional concept reflect measurement scale appropriate purpose well population study measurement include patient selfreports quality life measure include item relevant expect change singleitem global measure useful combine multidimensional measure develop new scale psychometric property establish well fieldtested,Awad AG,1997,Pharmacoeconomics,https://doi.org/10.2165/00019053-199711010-00005,10172917,Awad AG; Voruganti LN; Heslegrave RJ,article,D016428: Journal Article; D016454: Review,D003695: Delivery of Health Care; D006801: Humans; D011788: Quality of Life; D012565: Schizophrenic Psychology,,,https://openalex.org/W1994519701,56,8,1,2884,458,15,en,en
12,false,economic outcome associate use risperidone naturalistic group practice set,purpose cohort pilot study compare resource utilization economic outcome associate use risperidone versus haloperidol naturalistic setting patient chart large psychiatric group practice review hospital billing data obtain patient meet inclusion criterion place one two cohort depend medication history thirty patient treat risperidone meet selection criterion random quota sample technique use allow match control cohort patient treat haloperidol haloperidol risperidone cohort patient respectively evaluate statistically mean utilization rate cost per patient per month service estimate use regression analysis patient risperidone cohort significantly hospitalization haloperidol cohort p likewise risperidone patient significantly low hospitalization cost haloperidol patient p conversely patient treat risperidone visit physician frequently treat haloperidol p estimate mean total monthly cost low confidence interval per patient risperidone cohort haloperidol cohort v p significant reduction hospital cost risperidone cohort offset high medication physician cost overall total monthly cost similar two cohort,Nightengale BS,1998,Am J Manag Care,,10178498,Nightengale BS; Garrett L; Waugh S; Lawrence BJ; Andrus J,article,"D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't","D014150: Antipsychotic Agents; D015331: Cohort Studies; D006123: Group Practice; D006801: Humans; D001523: Mental Disorders; D017063: Outcome Assessment, Health Care; D010865: Pilot Projects; D018967: Risperidone; D014481: United States; D014600: Utilization Review",,,https://openalex.org/W2406007387,98,15,1,1590,269,12,en,en
13,true,ziprasidone mgday mgday acute exacerbation schizophrenia schizoaffective disorder week placebocontrolled trial,doubleblind study patient acute exacerbation schizophrenia schizoaffective disorder randomize receive either ziprasidone mgday n mgday n placebo n week dos ziprasidone statistically significantly effective placebo improve panss total bprs total bprs core item cgis panss negative subscale score p ziprasidone mgday significantly improve depressive symptom patient clinically significant depression baseline madrs overall mean p compare placebo percentage patient experience adverse event similar treatment group resultant discontinuation rare frequent adverse event associate ziprasidone generally mild dyspepsia nausea dizziness transient somnolence ziprasidone show low liability induce movement disorder weight gain result indicate ziprasidone effective well tolerate treatment positive negative depressive symptom acute exacerbation schizophrenia schizoaffective disorder,Daniel DG,1999,Neuropsychopharmacology,https://doi.org/10.1016/s0893-133x(98)00090-6,10192829,Daniel DG; Zimbroff DL; Potkin SG; Reeves KR; Harrigan EP; Lakshminarayanan M,article,"D016430: Clinical Trial; D017428: Clinical Trial, Phase III; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial",D000208: Acute Disease; D000293: Adolescent; D000328: Adult; D000368: Aged; D014150: Antipsychotic Agents; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D010879: Piperazines; D011618: Psychotic Disorders; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D013844: Thiazoles,,,https://openalex.org/W2007865301,142,19,1,1212,211,7,en,en
14,false,improvement schizophrenic patient primary negative symptom treat amisulpride,goal placebocontrolled study evaluate efficacy safety low dos amisulpride atypical antipsychotic benzamide class high affinity dopamine receptor treatment schizophrenic patient predominantly primary negative symptomsafter completion week washout period schizophrenic patient primary negative symptom participate week multicenter doubleblind trial placebo n amisulpride mgday n amisulpride mgday n evaluate scale assessment negative symptom scale assessment positive symptom brief psychiatric rating scale montgomeryasberg depression rating scaleboth amisulpride treatment group show significantly great improvement negative symptom placebo group positive symptom score low baseline change minimally study suggest improvement negative symptom independent improvement positive symptom safety amisulpride comparable placebo extrapyramidal symptom infrequent comparable efficacy safety result observe either dose amisulpridethese finding confirm extend early placebocontrolled study lowdose amisulpride treatment patient predominantly negative symptom schizophrenia,Danion JM,1999,Am J Psychiatry,https://doi.org/10.1176/ajp.156.4.610,10200742,Danion JM; Rein W; Fleurot O,article,"D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000293: Adolescent; D000328: Adult; D000077582: Amisulpride; D014150: Antipsychotic Agents; D004305: Dose-Response Relationship, Drug; D004311: Double-Blind Method; D004334: Drug Administration Schedule; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D010919: Placebos; D011569: Psychiatric Status Rating Scales; D012559: Schizophrenia; D012565: Schizophrenic Psychology; D016037: Single-Blind Method; D013469: Sulpiride; D016896: Treatment Outcome",,,https://openalex.org/W2129827461,93,11,1,1449,228,5,en,en
15,false,sudden infant death syndrome child sexual abuse child development,since introduction back steep campaign dramatic reduction sudden infant death syndrome country steven blatt victoria meguid review literature surround sleep position investigator continue effort find modifiable risk factor sudden infant death syndrome prospective study neonate find link prolonged qt electrocardiogram interval sudden infant death syndrome also discuss investigation seek explain relationship smoking sudden infant death syndrome ann botash florence jeanlouis mongkae ploy siripornsawan review late thinking genital wart relation specific viral etiology child sexual abuse symptom sign sexual abuse focus number article help practitioner care unfortunate child catherine church review medication option child diagnose pervasive developmental disorder autism spectrum disorder finally article risperidone fluoxetine naltrexone review curr opin pediatr,Blatt SD,1999,Curr Opin Pediatr,https://doi.org/10.1097/00008480-199904000-00013,10202629,Blatt SD; Meguid V; Church CC; Botash AS; Jean-Louis F; Siripornsawan MP; Weinberger HL,article,D016428: Journal Article; D016454: Review,"D001321: Autistic Disorder; D002648: Child; D002650: Child Abuse, Sexual; D002675: Child, Preschool; D003218: Condylomata Acuminata; D005473: Fluoxetine; D006801: Humans; D007223: Infant; D007231: Infant, Newborn; D009271: Naltrexone; D009292: Narcotic Antagonists; D027383: Papillomaviridae; D030361: Papillomavirus Infections; D018967: Risperidone; D012702: Serotonin Antagonists; D017367: Selective Serotonin Reuptake Inhibitors; D013398: Sudden Infant Death",,,https://openalex.org/W2086719483,71,12,1,1172,184,10,en,en
16,true,olanzapine versus haloperidol treatment schizoaffective disorder,effectiveness antipsychotic monotherapy schizoaffective disorder limit far constrain safety concernswe aim compare efficacy tolerability safety profile new pharmaceutical olanzapine haloperidoldata assess dsmiiir schizoaffective subject large doubleblind prospective international study subject randomly allocate six week olanzapine mg haloperidol mg treatment responder follow one year doubleblind longterm maintenance therapyolanzapinetreated patient achieve statistically significant great improvement haloperidol treat patient overall measure efficacy include clinical response significantly olanzapine patient leave study early adverse event observe among receive olanzapine maintenance olanzapinetreated patient continue experience additional improvement eps weight gain haloperidololanzapine demonstrate substantial advantage conventional antipsychotic haloperidol management schizoaffective disorder,Tran PV,1999,Br J Psychiatry,https://doi.org/10.1192/bjp.174.1.15,10211146,Tran PV; Tollefson GD; Sanger TM; Lu Y; Berg PH; Beasley CM,article,D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial,D000208: Acute Disease; D000328: Adult; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D004311: Double-Blind Method; D005260: Female; D006220: Haloperidol; D006801: Humans; D008297: Male; D000077152: Olanzapine; D010890: Pirenzepine; D011446: Prospective Studies; D011618: Psychotic Disorders; D016896: Treatment Outcome,,,https://openalex.org/W1974783484,81,15,1,1187,164,4,en,en
17,false,randomise doubleblind comparison incidence tardive dyskinesia patient schizophrenia longterm treatment olanzapine haloperidol,tardive dyskinesia important sideeffect profile antipsychotic medicationthe development tardive dyskinesia evaluate patient treat doubleblind randomly assign olanzapine haloperidol yearstardive dyskinesia assess abnormal involuntary movement scale aim research diagnostic criterion tardive dyskinesia rdtd define meeting rdtd criterion two consecutive assessment risk tardive dyskinesia relative risk incidence rate incidence rate ratio estimatedthe relative risk tardive dyskinesia overall follow period haloperidol n v olanzapine n ci base data follow initial six week observation patient underwent medication change aim assessment frequently every three day oneyear risk olanzapine n haloperidol n relative risk throughout followup period ci result indicate significantly low risk tardive dyskinesia olanzapine haloperidol,Beasley CM,1999,Br J Psychiatry,https://doi.org/10.1192/bjp.174.1.23,10211147,Beasley CM; Dellva MA; Tamura RN; Morgenstern H; Glazer WM; Ferguson K; Tollefson GD,article,D016430: Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial,"D014150: Antipsychotic Agents; D001569: Benzodiazepines; D004311: Double-Blind Method; D004409: Dyskinesia, Drug-Induced; D006220: Haloperidol; D006801: Humans; D000077152: Olanzapine; D010890: Pirenzepine; D012307: Risk Factors; D012559: Schizophrenia; D016019: Survival Analysis",,,https://openalex.org/W2002691423,162,20,1,1177,206,4,en,en
18,false,prolactin level premenopausal woman treat risperidone compare woman treat typical neuroleptic,mount sinai school medicine cabrini program cabrini medical center department psychiatry new york new york caracci long island jewish medical center new hyde park new york ananthamoorthy,Caracci G,1999,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-199904000-00025,10211930,Caracci G; Ananthamoorthy R,article,D016430: Clinical Trial; D016422: Letter; D016449: Randomized Controlled Trial,D000328: Adult; D014150: Antipsychotic Agents; D005260: Female; D006801: Humans; D008875: Middle Aged; D017697: Premenopause; D011388: Prolactin; D011569: Psychiatric Status Rating Scales; D018967: Risperidone; D012559: Schizophrenia; D012565: Schizophrenic Psychology,,,https://openalex.org/W2326411887,127,17,1,210,42,1,en,en
19,false,schizophrenia serotonina receptor promoter polymorphism,serotonina hta receptor receive much investigative attention schizophrenia several study show decrease number hta receptor prefrontal cortex postmortem brain schizophrenic patient atypical antipsychotic drug antagonist hta receptor positive association c polymorphism position hta receptor gene schizophrenia report g polymorphism position hta receptor gene study schizophrenic patient healthy control subject japanese genotype allele frequency differ patient control subject furthermore genotype frequency differ accord diagnostic subtype family history age onset illness daily dosage antipsychotic medication result suggest polymorphism contribute etiology clinical characteristic schizophrenia however gene great kbp length thus possible area affect expression gene may vary find ga variant linkage disequilibrium tc polymorphism,Ohara K,1999,Psychiatry Res,https://doi.org/10.1016/s0165-1781(99)00002-5,10220013,Ohara K; Nagai M; Tani K; Tsukamoto T; Ohara K,article,D016430: Clinical Trial; D018848: Controlled Clinical Trial; D016428: Journal Article,"D000328: Adult; D017668: Age of Onset; D000483: Alleles; D044466: Asian People; D016009: Chi-Square Distribution; D005260: Female; D005787: Gene Frequency; D008040: Genetic Linkage; D005838: Genotype; D006801: Humans; D008297: Male; D008875: Middle Aged; D016133: Polymerase Chain Reaction; D011110: Polymorphism, Genetic; D011985: Receptors, Serotonin; D012559: Schizophrenia",,,https://openalex.org/W2146686269,65,7,1,1252,215,7,en,en
