include,title,abstract,doi,literature_id,openalex_id
False,,,,13259727,https://openalex.org/W2413904212
False,,,,5425612,https://openalex.org/W2435447357
False,,,,1256442,https://openalex.org/W2460822900
True,,,https://doi.org/10.4103/0974-7788.64412,20814521,https://openalex.org/W2012674389
False,,,https://doi.org/10.2131/jts.21.supplementii_389,8741421,https://openalex.org/W4234928712
False,,,https://doi.org/10.1242/jeb.093476,24198256,https://openalex.org/W2135588379
False,,,https://doi.org/10.1111/j.1472-8206.2007.00503.x,17868206,https://openalex.org/W2056483259
False,,,https://doi.org/10.1016/0039-128x(86)90003-6,3445279,https://openalex.org/W1520412203
False,,,https://doi.org/10.1016/j.brainres.2004.08.058,15494169,https://openalex.org/W2074333256
False,,,https://doi.org/10.1007/s12022-010-9109-8,,https://openalex.org/W2065362548
False,,,https://doi.org/10.1016/0014-2999(82)90233-3,6122586,https://openalex.org/W1967578349
True,,,https://doi.org/10.1016/j.pnpbp.2008.11.017,19111592,https://openalex.org/W1981227069
False,,,https://doi.org/10.1016/s1359-6446(04)03106-x,15149619,https://openalex.org/W2023667611
False,,,,7175982,https://openalex.org/W2400943563
False,,,https://doi.org/10.1093/cercor/bhr217,21903594,https://openalex.org/W2135079850
False,,,,14598551,https://openalex.org/W2405099569
False,,,https://doi.org/10.1038/sj.npp.1300375,14702025,https://openalex.org/W2005533083
False,,,https://doi.org/10.1016/0005-2736(71)90115-5,5134189,https://openalex.org/W1969594345
True,,,,,https://openalex.org/W2105768192
False,,,https://doi.org/10.1152/jappl.1979.46.6.1143,468639,https://openalex.org/W2417876058
False,,,https://doi.org/10.1111/j.1460-9568.2004.03472.x,15233746,https://openalex.org/W2013837694
False,,,https://doi.org/10.1101/lm.741908,18323569,https://openalex.org/W2111103317
False,,,https://doi.org/10.1080/15287399009531456,2147723,https://openalex.org/W2025013548
False,,,,,
False,,,,4406100,https://openalex.org/W2412949578
False,,,https://doi.org/10.1016/0006-291x(70)90534-6,5518179,https://openalex.org/W2073218791
False,,,https://doi.org/10.1177/1099800405276832,16267375,https://openalex.org/W2017207988
False,,,https://doi.org/10.1016/j.jad.2016.02.010,26896741,https://openalex.org/W2268696952
True,,,,,
False,,,https://doi.org/10.1007/s00705-002-0949-5,12664296,https://openalex.org/W2087525107
False,,,https://doi.org/10.1002/j.1939-4640.1984.tb00774.x,6231277,https://openalex.org/W1675308096
False,,,,,
False,,,https://doi.org/10.1007/bf00498685,190546,https://openalex.org/W3156560541
False,,,,5810949,https://openalex.org/W2413664106
False,,,https://doi.org/10.1186/1471-2202-11-152,21118505,https://openalex.org/W2132805136
False,,,https://doi.org/10.1111/j.1600-0609.1974.tb00248.x,4547438,https://openalex.org/W2030663291
False,,,https://doi.org/10.1152/jn.1995.73.6.2596,7666167,https://openalex.org/W2259291008
False,,,https://doi.org/10.1111/mec.12770,24766660,https://openalex.org/W2165637305
False,,,https://doi.org/10.1016/0306-4522(86)90019-9,3785666,https://openalex.org/W2009287994
True,,,https://doi.org/10.1016/j.pbb.2007.04.005,17490740,https://openalex.org/W2042743384
False,,,https://doi.org/10.2353/ajpath.2008.070456,18202192,https://openalex.org/W2046297288
False,,,https://doi.org/10.1016/j.pharmthera.2010.08.013,20923682,https://openalex.org/W2057175067
False,,,https://doi.org/10.1515/znb-1968-0115,4387858,https://openalex.org/W1964744240
False,,,https://doi.org/10.1016/s0091-6773(74)92251-2,4451538,https://openalex.org/W2054080380
False,,,https://doi.org/10.3181/00379727-142-36968,4345713,https://openalex.org/W2330106483
False,,,https://doi.org/10.1093/jnci/djn229,18577741,https://openalex.org/W2104685423
False,,,https://doi.org/10.1016/0304-3940(91)90089-c,1648689,https://openalex.org/W1979239001
False,,,,,https://openalex.org/W53920622
False,,,,5643942,https://openalex.org/W2222304190
False,,,,912052,https://openalex.org/W2474376393
False,,,https://doi.org/10.1124/jpet.103.051284,12730355,https://openalex.org/W2156975935
False,,,,1092611,https://openalex.org/W1560962253
False,,,https://doi.org/10.3109/10641968609045476,3533326,https://openalex.org/W2206856767
False,,,https://doi.org/10.1111/j.1365-2885.2008.01035.x,19161454,https://openalex.org/W1998970599
False,,,,4100800,https://openalex.org/W2469558626
False,,,https://doi.org/10.1080/00071669508417792,7583377,https://openalex.org/W2013437354
True,,,https://doi.org/10.1155/2015/415243,26508978,https://openalex.org/W2150916203
False,,,https://doi.org/10.2147/copd.s3375,,https://openalex.org/W1767623714
False,,,https://doi.org/10.1103/physreve.61.4235,11088220,https://openalex.org/W2063263757
False,,,https://doi.org/10.1016/0024-3205(85)90091-8,3965846,https://openalex.org/W2077446062
False,,,https://doi.org/10.1097/00024382-199705000-00012,9165675,https://openalex.org/W2065277067
False,,,,1230033,https://openalex.org/W2411687368
False,,,https://doi.org/10.1113/jp271657,26613645,https://openalex.org/W2182638939
False,,,https://doi.org/10.1016/0379-0738(91)90078-w,1855717,https://openalex.org/W1965195177
False,,,https://doi.org/10.1016/0003-9861(69)90162-3,5762961,https://openalex.org/W1603072915
False,,,https://doi.org/10.1126/science.162.3851.373,5677533,https://openalex.org/W2006884240
False,,,https://doi.org/10.1007/bf01944723,414934,https://openalex.org/W2092319477
False,,,,7258299,https://openalex.org/W2175825678
False,,,https://doi.org/10.1211/002235702577,12625873,https://openalex.org/W2161364395
True,,,https://doi.org/10.1016/s0893-133x(00)00229-3,11331143,https://openalex.org/W2063075351
True,,,,3671188,https://openalex.org/W2418896165
False,,,,1893187,https://openalex.org/W2413986764
False,,,https://doi.org/10.1046/j.1365-2885.1998.00138.x,9673963,https://openalex.org/W2024056543
False,,,https://doi.org/10.1007/bf00500036,806816,https://openalex.org/W1998093003
False,,,https://doi.org/10.1046/j.1471-4159.1994.62062233.x,8189231,https://openalex.org/W2082197429
False,,,https://doi.org/10.1027/0227-5910/a000355,26620916,https://openalex.org/W2321524468
False,,,,634174,https://openalex.org/W2419588255
False,,,https://doi.org/10.1097/ajp.0000000000000349,26736023,https://openalex.org/W2235859535
False,,,https://doi.org/10.1152/jn.00433.2005,16093336,https://openalex.org/W1971113735
False,,,https://doi.org/10.1016/j.fsi.2013.06.007,23769875,https://openalex.org/W2120185192
False,,,,1968269,https://openalex.org/W2413591944
False,,,https://doi.org/10.1152/japplphysiol.00661.2012,23288552,https://openalex.org/W2054896686
False,,,,1337426,https://openalex.org/W2406833939
False,,,https://doi.org/10.1097/00005344-198804000-00005,2453743,https://openalex.org/W2001803156
False,,,https://doi.org/10.1016/j.brainres.2004.12.023,15713281,https://openalex.org/W1970618228
False,,,,2459522,https://openalex.org/W2034477783
True,,,,,
False,,,https://doi.org/10.1016/j.neuroscience.2012.08.020,22906478,https://openalex.org/W2059811736
False,,,https://doi.org/10.1159/000322540,21282937,https://openalex.org/W2137319288
False,,,https://doi.org/10.1016/0006-8993(84)91145-4,6202366,https://openalex.org/W2046766332
False,,,https://doi.org/10.1098/rspb.1986.0062,2877465,https://openalex.org/W1971424179
False,,,https://doi.org/10.1016/0006-8993(75)90285-1,166731,https://openalex.org/W1998771550
False,,,https://doi.org/10.1667/rr1765.1,20334516,https://openalex.org/W2138022722
False,,,,827373,https://openalex.org/W2395837598
False,,,https://doi.org/10.1016/0091-3057(89)90258-x,2516325,https://openalex.org/W2062674746
False,,,https://doi.org/10.1038/274274a0,210389,https://openalex.org/W1974522614
False,,,https://doi.org/10.1016/0305-4179(90)90207-d,2322396,https://openalex.org/W2050651615
False,,,https://doi.org/10.1016/s0031-6989(82)80007-6,7178212,https://openalex.org/W2091536396
False,,,https://doi.org/10.1111/j.1476-5381.1986.tb09493.x,3708217,https://openalex.org/W2071969572
False,,,https://doi.org/10.1016/0167-4889(87)90219-9,3676347,https://openalex.org/W2021918238
False,,,https://doi.org/10.1007/s12011-011-9260-1,22127829,https://openalex.org/W2041756618
False,,,https://doi.org/10.1001/archinte.1990.00390170113024,2184790,https://openalex.org/W2090503281
False,,,https://doi.org/10.1111/j.1530-0277.2002.tb02603.x,12068243,https://openalex.org/W2101606531
False,,,https://doi.org/10.1007/bf01288359,11732319,https://openalex.org/W2051307196
False,,,,2130875,https://openalex.org/W2397657598
False,,,https://doi.org/10.1097/00000542-199002000-00016,2301761,https://openalex.org/W2127824948
False,,,,4368773,https://openalex.org/W2417957544
True,,,https://doi.org/10.1177/0748233712468018,23222693,https://openalex.org/W2152881560
False,,,,2902677,https://openalex.org/W2472251710
False,,,https://doi.org/10.1177/0145482x9809200712,,https://openalex.org/W2726410802
False,,,https://doi.org/10.1126/science.1238518,23620040,https://openalex.org/W1997879952
False,,,https://doi.org/10.1024/0036-7281.147.05.219,,
False,,,https://doi.org/10.1002/syn.890020305,2850627,https://openalex.org/W2021739034
False,,,https://doi.org/10.1016/0304-3940(95)12214-1,8787839,https://openalex.org/W2016702703
False,,,https://doi.org/10.1016/0735-1097(89)90036-3,2584572,https://openalex.org/W2063664083
False,,,https://doi.org/10.1111/j.1476-5381.1975.tb07350.x,238699,https://openalex.org/W2093586382
False,,,https://doi.org/10.1016/0922-4106(94)90109-0,8157072,https://openalex.org/W2046208200
False,,,,25053,https://openalex.org/W4289951484
False,,,https://doi.org/10.1111/j.1476-5381.1973.tb08275.x,4132518,https://openalex.org/W2053651130
False,,,https://doi.org/10.1055/s-0028-1095841,213360,https://openalex.org/W2035602047
False,,,https://doi.org/10.1016/j.neuroscience.2009.09.003,19747528,https://openalex.org/W2028070115
True,,,https://doi.org/10.1111/j.2042-7158.1976.tb04123.x,6684,https://openalex.org/W2084140032
False,,,https://doi.org/10.1093/jn/101.10.1359,5098876,https://openalex.org/W1820013609
False,,,https://doi.org/10.1016/0028-3908(91)90058-j,1852267,https://openalex.org/W2058168837
