include,title,abstract,doi,literature_id,openalex_id
False,,,https://doi.org/10.3109/10673229809000313,10370450,https://openalex.org/W2032544822
False,,,,10372607,https://openalex.org/W2288023518
False,,,https://doi.org/10.1016/s0006-3223(98)00199-1,10376128,https://openalex.org/W2002025506
False,,,,10376627,https://openalex.org/W4302110638
False,,,https://doi.org/10.1007/s002280050621,10379638,https://openalex.org/W1977647688
False,,,https://doi.org/10.1016/s0006-3223(99)00029-3,10394475,https://openalex.org/W2009373849
False,,,https://doi.org/10.1016/s0006-3223(98)00372-2,10394486,https://openalex.org/W1990423689
False,,,https://doi.org/10.1016/s0149-2918(99)80003-4,10397376,https://openalex.org/W2029832366
False,,,https://doi.org/10.1176/ajp.156.7.990,10401441,https://openalex.org/W1963015295
False,,,https://doi.org/10.1176/ajp.156.7.1126,10401484,https://openalex.org/W2146938841
False,,,https://doi.org/10.4088/jcp.v60n0602,10401912,https://openalex.org/W2000227317
False,,,https://doi.org/10.4088/jcp.v60n0603,10401913,https://openalex.org/W2166525546
False,,,https://doi.org/10.4088/jcp.v60n0604,10401914,https://openalex.org/W2050581576
False,,,https://doi.org/10.1176/ps.50.7.901,10402608,https://openalex.org/W1995380902
False,,,https://doi.org/10.1016/s0165-0327(98)00124-4,10404707,https://openalex.org/W1982291930
False,,,https://doi.org/10.1016/s0165-0327(98)00119-0,10404715,https://openalex.org/W1982911320
False,,,,10410494,https://openalex.org/W73750916
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033374,10416727,https://openalex.org/W2145056060
True,,,https://doi.org/10.1093/oxfordjournals.schbul.a033375,10416728,https://openalex.org/W2103782573
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033376,10416729,https://openalex.org/W2106352416
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033379,10416732,https://openalex.org/W2082546839
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033381,10416734,https://openalex.org/W2101966231
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033387,10416740,https://openalex.org/W2124254770
False,,,https://doi.org/10.1097/00005650-199907000-00008,10424639,https://openalex.org/W2314449892
False,,,https://doi.org/10.1016/s0893-133x(98)00121-3,10432467,https://openalex.org/W2094948452
False,,,https://doi.org/10.1016/s0893-133x(99)00014-7,10432468,https://openalex.org/W2131922884
False,,,https://doi.org/10.1016/s0006-3223(99)00040-2,10435201,https://openalex.org/W2025975648
False,,,https://doi.org/10.1002/1531-8257(199907)14:4<652::aid-mds1015>3.0.co;2-g,10435503,https://openalex.org/W2130017638
False,,,https://doi.org/10.1097/00004850-199905002-00005,10435771,https://openalex.org/W1987447099
False,,,https://doi.org/10.1097/00004714-199908000-00012,10440464,https://openalex.org/W2068767187
False,,,https://doi.org/10.1192/bjp.174.3.238,10448449,https://openalex.org/W2036658484
False,,,https://doi.org/10.1176/ajp.156.8.1164,10450255,https://openalex.org/W2181224692
False,,,https://doi.org/10.4088/jcp.v60n0710,10453803,https://openalex.org/W2022864353
False,,,,10464776,https://openalex.org/W2442260950
False,,,https://doi.org/10.1097/00004850-199907000-00002,10468313,https://openalex.org/W1989972780
True,,,https://doi.org/10.1023/a:1008958925848,10474283,https://openalex.org/W1560304345
False,,,https://doi.org/10.1016/s0033-3182(99)71210-7,10479950,https://openalex.org/W1972723341
False,,,https://doi.org/10.1023/a:1022351725541,10482120,https://openalex.org/W2121502668
False,,,https://doi.org/10.1016/s0165-1781(99)00033-5,10482343,https://openalex.org/W2073086098
False,,,https://doi.org/10.1176/ajp.156.9.1374,10484947,https://openalex.org/W2170201623
False,,,https://doi.org/10.1176/ajp.156.9.1417,10484954,https://openalex.org/W2161456195
False,,,https://doi.org/10.4088/jcp.v60n0804,10485634,https://openalex.org/W1963819725
False,,,https://doi.org/10.2165/00002512-199915020-00002,10495068,https://openalex.org/W106917356
False,,,,10495984,https://openalex.org/W2414118720
True,,,https://doi.org/10.1212/wnl.53.5.946,10496251,https://openalex.org/W2033610699
False,,,https://doi.org/10.1177/070674379904400709,10500873,https://openalex.org/W2263469094
False,,,https://doi.org/10.1055/s-2007-979221,10505485,https://openalex.org/W2020975201
False,,,https://doi.org/10.1097/00004714-199910000-00007,10505585,https://openalex.org/W2312270175
False,,,https://doi.org/10.1097/00006842-199909000-00008,10511014,https://openalex.org/W2333611930
False,,,https://doi.org/10.2165/00003088-199937030-00001,10511917,https://openalex.org/W2095106622
False,,,https://doi.org/10.1016/s0893-133x(99)00065-2,10516959,https://openalex.org/W2018751655
False,,,https://doi.org/10.1097/00004850-199909000-00002,10529070,https://openalex.org/W1974808404
False,,,https://doi.org/10.3122/jabfm.12.5.375,10534086,https://openalex.org/W2323851480
False,,,https://doi.org/10.2165/00019053-199915050-00005,10537964,https://openalex.org/W2080181927
False,,,,10546082,https://openalex.org/W2409313665
False,,,https://doi.org/10.4088/jcp.v60n1003,10549681,https://openalex.org/W2067002048
False,,,https://doi.org/10.1016/s0193-953x(05)70097-6,10550857,https://openalex.org/W36353745
True,,,https://doi.org/10.1176/ajp.156.11.1686,10553730,https://openalex.org/W2111105929
False,,,https://doi.org/10.1176/ajp.156.11.1744,10553738,https://openalex.org/W2134303994
False,,,https://doi.org/10.1176/ajp.156.11.1822,10553752,https://openalex.org/W1957187487
False,,,https://doi.org/10.1073/pnas.96.23.13432,10557338,https://openalex.org/W2055091900
False,,,https://doi.org/10.1254/fpj.114.13,10562961,https://openalex.org/W2399638292
False,,,https://doi.org/10.1093/ajhp/56.21.2245,10565707,https://openalex.org/W2410968804
False,,,https://doi.org/10.1097/00004850-199911000-00003,10565800,https://openalex.org/W1981207331
False,,,https://doi.org/10.1097/00004850-199911000-00006,10565803,https://openalex.org/W2022594542
False,,,https://doi.org/10.1177/070674379904400904,10584158,https://openalex.org/W2417739609
False,,,https://doi.org/10.1177/070674379904400907,10584161,https://openalex.org/W2440166403
False,,,https://doi.org/10.1016/s0140-6736(99)10385-4,10584719,https://openalex.org/W2054776920
False,,,https://doi.org/10.1016/s0920-9964(99)00053-5,10593449,https://openalex.org/W2061294407
False,,,https://doi.org/10.1016/s0920-9964(99)00045-6,10593450,https://openalex.org/W2084893188
False,,,https://doi.org/10.1046/j.1365-2125.2000.00140.x,10606837,https://openalex.org/W1847561584
False,,,https://doi.org/10.1046/j.1365-2125.2000.00111.x,10606838,https://openalex.org/W1541888681
False,,,https://doi.org/10.1592/phco.19.13.1057.31593,10610012,https://openalex.org/W1987839419
False,,,https://doi.org/10.1016/s0167-8760(99)00082-3,10610049,https://openalex.org/W1972860987
False,,,https://doi.org/10.1016/s0167-8760(99)00087-2,10610054,https://openalex.org/W2010121708
True,,,https://doi.org/10.1016/s0165-1781(99)00075-x,10622347,https://openalex.org/W2149148700
False,,,https://doi.org/10.1002/(sici)1099-1166(200001)15:1<7::aid-gps69>3.0.co;2-z,10637399,https://openalex.org/W2008335473
False,,,https://doi.org/10.1002/(sici)1099-1166(200001)15:1<14::aid-gps70>3.0.co;2-8,10637400,https://openalex.org/W2121543279
False,,,https://doi.org/10.1007/s002280050694,10638400,https://openalex.org/W2416095832
False,,,https://doi.org/10.1016/s0920-9964(99)00064-x,10638864,https://openalex.org/W1999084546
False,,,https://doi.org/10.1016/s0924-977x(99)00054-1,10647097,https://openalex.org/W1992398211
False,,,https://doi.org/10.1016/s0006-3223(99)00229-2,10650450,https://openalex.org/W1980077228
False,,,https://doi.org/10.1177/026988119901300413,10667619,https://openalex.org/W2000294493
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033412,10667741,https://openalex.org/W2162533273
True,,,https://doi.org/10.1093/oxfordjournals.schbul.a033413,10667742,https://openalex.org/W2088572669
False,,,https://doi.org/10.1093/ajhp/57.3.238,10674777,https://openalex.org/W1870664623
False,,,https://doi.org/10.1097/00002826-200001000-00003,10682225,https://openalex.org/W2003809619
False,,,https://doi.org/10.1016/s0925-4927(99)00032-3,10688158,https://openalex.org/W2048766195
True,,,https://doi.org/10.1016/s0893-133x(99)00137-2,10693159,https://openalex.org/W1973434538
True,,,,10702809,https://openalex.org/W2143333002
False,,,https://doi.org/10.1016/s0006-3223(99)00273-5,10704958,https://openalex.org/W2087505840
False,,,https://doi.org/10.1034/j.1600-0447.2000.90067.x,10706013,https://openalex.org/W1997205347
False,,,https://doi.org/10.1016/s0924-977x(99)00062-0,10706993,https://openalex.org/W2154663864
False,,,https://doi.org/10.1016/s0165-1781(99)00110-9,10708264,https://openalex.org/W2060433468
False,,,https://doi.org/10.1016/s0165-0327(99)00072-5,10708839,https://openalex.org/W1993672934
True,,,https://doi.org/10.1001/archpsyc.57.3.249,10711911,https://openalex.org/W2041495183
False,,,https://doi.org/10.1017/s0033291799001476,10722180,https://openalex.org/W1970892722
False,,,https://doi.org/10.1176/appi.ps.51.4.513,10737828,https://openalex.org/W2107466386
False,,,https://doi.org/10.1176/appi.ajp.157.4.514,10739409,https://openalex.org/W2099185967
False,,,https://doi.org/10.1016/s0006-3223(99)00148-1,10745060,https://openalex.org/W1974154075
False,,,,10750263,https://openalex.org/W64251504
False,,,,10756621,https://openalex.org/W20837583
False,,,https://doi.org/10.1055/s-2000-7971,10761820,https://openalex.org/W2063264889
False,,,https://doi.org/10.3109/07853890009011762,10766404,https://openalex.org/W1995580882
False,,,https://doi.org/10.1097/00004714-200004000-00018,10770464,https://openalex.org/W2332448295
False,,,https://doi.org/10.1016/s0006-3223(99)00311-x,10773184,https://openalex.org/W1964371695
True,,,https://doi.org/10.1176/appi.ps.51.5.669,10783190,https://openalex.org/W2106640868
False,,,https://doi.org/10.1176/appi.ajp.157.5.826,10784481,https://openalex.org/W2111410851
False,,,https://doi.org/10.1016/s0140-6736(00)02066-3,10791380,https://openalex.org/W2104137802
False,,,https://doi.org/10.1016/s0278-5846(99)00095-0,10800756,https://openalex.org/W1975690460
False,,,https://doi.org/10.1016/s0165-0327(99)00128-7,10814768,https://openalex.org/W2147940268
False,,,https://doi.org/10.1016/s0163-8343(00)00055-4,10822097,https://openalex.org/W2052175149
False,,,https://doi.org/10.4088/jcp.v61n0410c,10830153,https://openalex.org/W2020249494
True,,,https://doi.org/10.1097/00004714-200006000-00002,10831015,https://openalex.org/W2406471561
False,,,https://doi.org/10.1097/00004714-200006000-00003,10831016,https://openalex.org/W2242713226
True,,,https://doi.org/10.1097/00004714-200006000-00006,10831019,https://openalex.org/W2067851720
True,,,https://doi.org/10.1176/appi.ajp.157.6.975,10831479,https://openalex.org/W2089671853
False,,,https://doi.org/10.1097/00004850-200015010-00002,10836281,https://openalex.org/W2026981497
False,,,https://doi.org/10.1016/s0006-3223(00)00235-3,10838063,https://openalex.org/W2064085524
False,,,https://doi.org/10.1001/archpsyc.57.6.553,10839333,https://openalex.org/W2009915820
False,,,https://doi.org/10.1007/s001150050568,10846709,https://openalex.org/W2419602635
False,,,https://doi.org/10.4088/jcp.v61n0502,10847306,https://openalex.org/W2023667709
True,,,https://doi.org/10.4088/jcp.v61n0503,10847307,https://openalex.org/W1985485609
False,,,,10847315,https://openalex.org/W2048123560
False,,,https://doi.org/10.1055/s-2000-7976,10855462,https://openalex.org/W2061919822
False,,,https://doi.org/10.1016/s0920-9964(99)00154-1,10858632,https://openalex.org/W2162226658
True,,,https://doi.org/10.1002/1099-1166(200006)15:6<506::aid-gps146>3.0.co;2-v,10861916,https://openalex.org/W1965950628
False,,,https://doi.org/10.1002/1096-9888(200006)35:6<718::aid-jms999>3.0.co;2-o,10862124,https://openalex.org/W2087050454
True,,,https://doi.org/10.1034/j.1600-0447.2000.101006416.x,10868465,https://openalex.org/W2062250724
True,,,https://doi.org/10.1097/00004850-200015030-00001,10870870,https://openalex.org/W2162089381
True,,,https://doi.org/10.1176/appi.ajp.157.7.1150,10873925,https://openalex.org/W2109946269
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033463,10885641,https://openalex.org/W2121458109
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033464,10885642,https://openalex.org/W2169269570
False,,,https://doi.org/10.4088/jcp.v61n0609,10901343,https://openalex.org/W2019575676
False,,,https://doi.org/10.1080/hrp_8.2.45,10902094,https://openalex.org/W2083022671
False,,,https://doi.org/10.1016/s0006-3223(00)00872-6,10903413,https://openalex.org/W1986491654
False,,,https://doi.org/10.1007/s002130000435,10907666,https://openalex.org/W2019053590
False,,,https://doi.org/10.1097/00004714-200008000-00013,10917410,https://openalex.org/W2052152483
False,,,https://doi.org/10.1001/archpsyc.57.8.794,10920469,https://openalex.org/W2159990726
False,,,https://doi.org/10.1007/s004150070173,10929273,https://openalex.org/W2084272802
False,,,https://doi.org/10.4088/jcp.v61n0707,10937608,https://openalex.org/W2087408262
False,,,https://doi.org/10.1076/clin.13.2.157.1965,10949157,https://openalex.org/W2045513091
False,,,https://doi.org/10.1097/00004850-200015040-00003,10954060,https://openalex.org/W1971306710
False,,,https://doi.org/10.1016/s0278-5846(00)00090-7,10958148,https://openalex.org/W2022932976
True,,,https://doi.org/10.1177/026988119801200309,10958256,https://openalex.org/W2155890738
False,,,,10959316,https://openalex.org/W172517116
True,,,https://doi.org/10.1001/archpsyc.57.9.841,10986547,https://openalex.org/W2135399947
False,,,https://doi.org/10.1016/s0893-133x(00)00115-9,10989263,https://openalex.org/W2057274111
True,,,https://doi.org/10.1097/00004850-200015050-00001,10993126,https://openalex.org/W2085002778
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a033484,10993404,https://openalex.org/W2006252007
False,,,,10993997,
False,,,https://doi.org/10.1212/wnl.55.6.795,10993998,https://openalex.org/W2084188456
False,,,https://doi.org/10.2190/rafd-axdf-rjad-fl1r,11001281,https://openalex.org/W1966736885
True,,,https://doi.org/10.1001/archpsyc.57.10.968,11015815,https://openalex.org/W1867692464
False,,,https://doi.org/10.1001/archpsyc.57.10.987,11015817,https://openalex.org/W2019641203
False,,,https://doi.org/10.1016/s0006-3223(00)00961-6,11018226,https://openalex.org/W1974585730
False,,,https://doi.org/10.1016/s0006-3223(00)00991-4,11018228,https://openalex.org/W1970891546
False,,,https://doi.org/10.1023/a:1004640408501,11025914,https://openalex.org/W1900361016
False,,,https://doi.org/10.4088/jcp.v61n0913,11030488,https://openalex.org/W2009026422
False,,,https://doi.org/10.1016/s0149-2918(00)80082-x,11048902,https://openalex.org/W2067892283
True,,,https://doi.org/10.1016/s0149-2918(00)80085-5,11048905,https://openalex.org/W2102386213
False,,,https://doi.org/10.1016/s0149-2918(00)80086-7,11048906,https://openalex.org/W2067345339
False,,,https://doi.org/10.1176/appi.ajp.157.11.1835,11058482,https://openalex.org/W2115487888
False,,,https://doi.org/10.1192/bjp.177.5.402,11059992,https://openalex.org/W2036462991
False,,,https://doi.org/10.1212/wnl.52.4.782,11061283,https://openalex.org/W2037604865
False,,,https://doi.org/10.1016/s0140-6736(00)02784-7,11072939,https://openalex.org/W2141979001
False,,,https://doi.org/10.1159/000054844,11093063,https://openalex.org/W2123443459
False,,,https://doi.org/10.1517/13543784.9.12.2935,11093363,https://openalex.org/W2007701539
False,,,https://doi.org/10.1159/000026689,11096331,https://openalex.org/W1964930569
False,,,https://doi.org/10.1034/j.1600-0447.2000.102005390.x,11098812,https://openalex.org/W2052196529
False,,,https://doi.org/10.1136/bmj.321.7273.1360,11099266,https://openalex.org/W58391041
True,,,https://doi.org/10.1136/bmj.321.7273.1371,11099280,https://openalex.org/W2096635847
False,,,https://doi.org/10.1002/1531-8257(200011)15:6<1051::aid-mds1001>3.0.co;2-l,11104186,https://openalex.org/W1972841981
False,,,https://doi.org/10.1002/1531-8257(200011)15:6<1230::aid-mds1026>3.0.co;2-9,11104211,https://openalex.org/W2002946613
False,,,https://doi.org/10.4088/jcp.v61n1105,11105736,https://openalex.org/W1968000269
False,,,https://doi.org/10.1097/00004714-200012000-00011,11106137,https://openalex.org/W2330108518
False,,,https://doi.org/10.1016/s0893-133x(00)00172-x,11106875,https://openalex.org/W2064641668
False,,,https://doi.org/10.1097/00004850-200015060-00005,11110010,https://openalex.org/W2071031433
False,,,https://doi.org/10.1016/s0920-9964(00)00025-6,11120419,https://openalex.org/W2066936475
True,,,https://doi.org/10.1016/s0920-9964(00)00009-8,11120421,https://openalex.org/W2105805259
False,,,https://doi.org/10.1016/s0920-9964(00)00033-5,11120426,https://openalex.org/W2047788138
False,,,https://doi.org/10.1176/appi.ajp.158.1.131,11136647,https://openalex.org/W2114693958
False,,,https://doi.org/10.1177/070674370004500907,11143833,https://openalex.org/W161868037
False,,,https://doi.org/10.1055/s-2000-8359,11147929,https://openalex.org/W2038607166
False,,,https://doi.org/10.1007/s002280000192,11151749,https://openalex.org/W2048282464
False,,,,11154017,https://openalex.org/W1916537271
False,,,https://doi.org/10.1176/appi.ajp.158.2.270,11156810,https://openalex.org/W2166499433
True,,,https://doi.org/10.1016/s0006-3223(00)01026-x,11163780,https://openalex.org/W2089602570
False,,,https://doi.org/10.1016/s0006-3223(00)00973-2,11163781,https://openalex.org/W2017912899
False,,,https://doi.org/10.1016/s0022-3956(00)00041-8,11165312,https://openalex.org/W2159558217
False,,,https://doi.org/10.1016/s0893-133x(00)00207-4,11182531,https://openalex.org/W2073699834
False,,,https://doi.org/10.2165/00002512-200017050-00004,11190417,https://openalex.org/W23893323
False,,,https://doi.org/10.1097/00004850-200101000-00001,11195255,https://openalex.org/W1968666086
True,,,https://doi.org/10.1177/026988110001400411,11198061,https://openalex.org/W2104404988
False,,,https://doi.org/10.1097/00004714-200102000-00004,11199942,https://openalex.org/W2319806219
False,,,https://doi.org/10.1097/00004714-200102000-00007,11199944,https://openalex.org/W2033616909
False,,,https://doi.org/10.1097/00004714-200102000-00003,11199953,https://openalex.org/W2322918825
False,,,https://doi.org/10.1097/00004714-200102000-00016,11199955,https://openalex.org/W2019559657
False,,,https://doi.org/10.1017/s0033291799003062,11200962,https://openalex.org/W1995590052
False,,,https://doi.org/10.1007/s002130000576,11205425,https://openalex.org/W2012554561
False,,,https://doi.org/10.4088/jcp.v61n1208,11206599,https://openalex.org/W2077206280
False,,,https://doi.org/10.1002/1531-8257(200101)16:1<135::aid-mds1006>3.0.co;2-q,11215574,https://openalex.org/W2060220011
False,,,https://doi.org/10.2165/00003495-200161010-00011,11217867,https://openalex.org/W2002013308
False,,,https://doi.org/10.2165/00002018-200124010-00005,11219487,https://openalex.org/W177521965
True,,,https://doi.org/10.2165/00019053-200018060-00004,11227395,https://openalex.org/W2050978604
False,,,https://doi.org/10.1097/00004850-200103000-00006,11236069,https://openalex.org/W2024320804
False,,,https://doi.org/10.1002/1099-1166(200102)16:2<223::aid-gps323>3.0.co;2-r,11241729,https://openalex.org/W2023736182
False,,,https://doi.org/10.1016/s0165-0327(00)00187-7,11246103,https://openalex.org/W1996460400
True,,,,11247108,https://openalex.org/W2138404641
False,,,https://doi.org/10.1517/14656566.1.2.249,11249546,https://openalex.org/W1998569805
False,,,https://doi.org/10.1111/j.0006-341x.2001.00081.x,11252622,https://openalex.org/W2144217303
True,,,https://doi.org/10.1034/j.1399-5618.2000.020407.x,11252646,https://openalex.org/W2136905188
False,,,https://doi.org/10.1034/j.1399-5618.2000.020106.x,11254019,https://openalex.org/W2041034708
False,,,https://doi.org/10.1080/10673220127880,11266405,https://openalex.org/W2095610693
False,,,https://doi.org/10.1016/s0920-9964(00)00108-0,11278146,https://openalex.org/W2078195425
True,,,https://doi.org/10.1016/s0920-9964(00)00112-2,11278151,https://openalex.org/W2094381093
False,,,https://doi.org/10.1016/s0920-9964(00)00088-8,11278160,https://openalex.org/W2089182563
False,,,https://doi.org/10.1176/appi.ajp.158.4.518,11282684,https://openalex.org/W2115115146
False,,,https://doi.org/10.1176/appi.ajp.158.4.625,11282699,https://openalex.org/W2137891689
False,,,https://doi.org/10.1080/10673220127892,11287404,https://openalex.org/W2082571784
True,,,,11291531,https://openalex.org/W2170796105
False,,,https://doi.org/10.1016/s0165-0327(00)00215-9,11292518,https://openalex.org/W2056752893
False,,,https://doi.org/10.1046/j.1365-2788.2001.00330.x,11298253,https://openalex.org/W2158039561
False,,,https://doi.org/10.4088/jcp.v62n0303,11305699,https://openalex.org/W2015333849
True,,,https://doi.org/10.4088/jcp.v62n0308,11305704,https://openalex.org/W1540364236
False,,,https://doi.org/10.4088/jcp.v62n0310,11305706,https://openalex.org/W2110233387
False,,,,11305843,https://openalex.org/W1897955994
False,,,https://doi.org/10.1016/s0924-977x(01)00072-4,11313165,https://openalex.org/W2088710565
False,,,https://doi.org/10.1093/neucas/7.2.105,11320158,https://openalex.org/W2144550125
False,,,,11324382,https://openalex.org/W2396415956
True,,,https://doi.org/10.1176/appi.ajp.158.5.765,11329400,https://openalex.org/W2032448955
False,,,,11333516,https://openalex.org/W159075688
False,,,https://doi.org/10.1517/14656566.2.4.613,11336611,https://openalex.org/W2074263720
False,,,https://doi.org/10.1345/aph.10280,11346063,https://openalex.org/W2154640783
False,,,,11349485,
False,,,https://doi.org/10.1002/ajmg.1260,11353441,https://openalex.org/W2148731782
False,,,https://doi.org/10.1093/oxfordjournals.schbul.a006869,11354590,https://openalex.org/W2154125298
False,,,https://doi.org/10.1016/s0920-9964(00)00080-3,11356587,https://openalex.org/W2018689362
True,,,https://doi.org/10.1136/bmj.322.7296.1207,11358771,https://openalex.org/W2007579098
False,,,https://doi.org/10.1016/s0920-9964(00)00165-1,11378313,https://openalex.org/W2045338617
False,,,https://doi.org/10.1016/s0920-9964(00)00166-3,11378316,https://openalex.org/W2042626581
False,,,https://doi.org/10.1016/s0920-9964(00)00163-8,11378317,https://openalex.org/W2157016884
False,,,https://doi.org/10.1016/s0920-9964(00)00043-8,11378320,https://openalex.org/W1980376749
False,,,https://doi.org/10.4088/jcp.v62n0404,11379836,https://openalex.org/W1979518602
False,,,https://doi.org/10.4088/jcp.v62n0405,11379837,https://openalex.org/W2066448639
True,,,https://doi.org/10.4088/jcp.v62n0410,11379842,https://openalex.org/W2006917640
False,,,https://doi.org/10.4088/jcp.v62n0411,11379843,https://openalex.org/W1977465547
False,,,https://doi.org/10.1016/s0021-9673(01)00520-9,11382303,https://openalex.org/W2071950980
False,,,https://doi.org/10.1097/00004714-200106000-00022,11386505,https://openalex.org/W2315089493
False,,,https://doi.org/10.1007/s002130000658,11401000,https://openalex.org/W2158988332
False,,,https://doi.org/10.1016/s0306-4530(01)00016-6,11403983,https://openalex.org/W2012800223
False,,,https://doi.org/10.1159/000054913,11408792,https://openalex.org/W1972089965
False,,,https://doi.org/10.1111/j.1749-6632.2001.tb05797.x,11411190,https://openalex.org/W2011871697
True,,,https://doi.org/10.4088/jcp.v62n0506,11411815,https://openalex.org/W2059683576
False,,,https://doi.org/10.4088/jcp.v62n0507,11411816,https://openalex.org/W2043033216
False,,,https://doi.org/10.1111/j.0006-341x.2001.00404.x,11414563,https://openalex.org/W1979150616
False,,,https://doi.org/10.1177/088307380101600602,11417603,https://openalex.org/W2033591779
False,,,https://doi.org/10.1177/088307380101600618,11417619,https://openalex.org/W1988034792
False,,,https://doi.org/10.1517/13543784.10.5.985,11424902,https://openalex.org/W2142946075
False,,,https://doi.org/10.1016/s0165-0327(00)00162-2,11426515,https://openalex.org/W2038984264
True,,,https://doi.org/10.1016/s0920-9964(99)00084-5,11428347,https://openalex.org/W2005999989
False,,,https://doi.org/10.1176/appi.ajp.158.7.1149,11431240,https://openalex.org/W2171532531
False,,,https://doi.org/10.1016/s1098-3597(01)90046-8,11432120,https://openalex.org/W2081487566
False,,,https://doi.org/10.1016/s1098-3597(01)90048-1,11432122,https://openalex.org/W1994819160
False,,,https://doi.org/10.1007/s002130100711,11432684,https://openalex.org/W1981210131
False,,,https://doi.org/10.1192/bjp.179.1.59,11435270,https://openalex.org/W2082322888
True,,,https://doi.org/10.1016/s0149-2918(01)80082-5,11440294,https://openalex.org/W2101619662
False,,,https://doi.org/10.1080/105504901750227831,11444160,https://openalex.org/W2126261598
False,,,https://doi.org/10.1177/026988110101500212,11448085,https://openalex.org/W2044429484
False,,,https://doi.org/10.1097/00004850-200107000-00001,11459331,https://openalex.org/W2058635761
False,,,https://doi.org/10.1097/00004850-200107000-00003,11459333,https://openalex.org/W1983805393
False,,,https://doi.org/10.2165/00023210-200115040-00006,11463136,https://openalex.org/W3192712895
False,,,https://doi.org/10.1034/j.1399-5618.2001.030304.x,11465676,https://openalex.org/W2002119462
