include,title,abstract,doi,literature_id
False,,,https://doi.org/10.1016/s0091-6773(77)90864-1,901360
False,,,,
False,,,,
True,,,https://doi.org/10.1016/0006-3223(92)90118-j,1386257
False,,,https://doi.org/10.1016/j.burns.2009.04.029,19695784
False,,,https://doi.org/10.1016/j.brainresbull.2011.06.013,21745548
False,,,https://doi.org/10.1097/00006123-198412000-00029,6096760
False,,,https://doi.org/10.1016/s0306-4522(01)00405-5,11738133
False,,,,6110396
False,,,https://doi.org/10.1016/0014-2999(93)90951-d,8482324
False,,,https://doi.org/10.1016/j.neuron.2010.05.003,20547133
False,,,https://doi.org/10.1016/j.gerinurse.2011.12.005,22321806
False,,,,5113505
False,,,,4371671
False,,,,5403605
False,,,https://doi.org/10.1038/npp.2015.326,26632287
False,,,,2697692
False,,,https://doi.org/10.3168/jds.s0022-0302(85)80795-5,2984271
False,,,https://doi.org/10.1016/0304-3940(83)90378-6,6138735
False,,,https://doi.org/10.1016/s0008-6363(97)00253-8,9614507
False,,,https://doi.org/10.1053/jfms.2000.0082,11716604
False,,,https://doi.org/10.1007/bf01997616,2085140
False,,,https://doi.org/10.1016/0024-3205(75)90515-9,1160500
False,,,https://doi.org/10.1042/cs0770651,2514062
False,,,https://doi.org/10.1016/0306-4522(91)90275-s,1775237
True,,,https://doi.org/10.1016/j.brainres.2007.11.027,18164281
True,,,https://doi.org/10.1016/j.neuropharm.2015.08.026,26297535
False,,,https://doi.org/10.1242/jeb.84.1.227,6245165
False,,,https://doi.org/10.1016/s0090-6980(75)80010-4,1197792
False,,,https://doi.org/10.1016/s0022-5223(96)70445-2,8583809
False,,,https://doi.org/10.1016/s0924-977x(97)00051-5,9619687
False,,,https://doi.org/10.1111/j.1420-9101.2007.01363.x,17714315
False,,,https://doi.org/10.1111/j.1476-5381.1979.tb17341.x,32943
False,,,https://doi.org/10.1002/cne.20360,15611993
False,,,,1120965
False,,,,
False,,,https://doi.org/10.5713/ajas.2011.11315,25049566
False,,,https://doi.org/10.1371/journal.pone.0105307,25157984
False,,,https://doi.org/10.1038/mp.2012.57,22641180
False,,,https://doi.org/10.1093/cercor/13.2.123,12507943
False,,,https://doi.org/10.1016/j.neuroscience.2009.08.075,19748551
False,,,https://doi.org/10.1210/endo-89-1-112,5089656
False,,,https://doi.org/10.1111/j.1399-6576.1995.tb04221.x,8607301
False,,,https://doi.org/10.1002/jps.2600621134,4271307
False,,,,21870364
True,,,https://doi.org/10.1016/j.neulet.2015.10.023,26472709
False,,,,1191769
False,,,https://doi.org/10.1124/jpet.106.104166,16690723
False,,,https://doi.org/10.1007/bf00585941,8058475
True,,,https://doi.org/10.1523/jneurosci.23-19-07311.2003,12917364
False,,,,9342937
True,,,https://doi.org/10.1016/s0006-8993(02)02461-7,12020859
False,,,https://doi.org/10.1113/jphysiol.1994.sp020149,8057256
False,,,https://doi.org/10.1152/jn.1986.56.2.424,3760929
True,,,https://doi.org/10.1016/s0306-4530(97)00052-8,9373882
False,,,https://doi.org/10.1631/jzus.b1000316,21887845
False,,,https://doi.org/10.1016/s0006-8993(01)02775-5,11578599
False,,,https://doi.org/10.1016/j.neuron.2004.12.023,15629704
False,,,https://doi.org/10.1016/0304-3940(96)12639-2,8736637
False,,,https://doi.org/10.1016/0016-5085(90)91153-w,1976561
False,,,https://doi.org/10.1111/j.1399-6576.1966.tb00988.x,4388360
False,,,https://doi.org/10.1083/jcb.112.1.95,1702444
False,,,https://doi.org/10.1213/00000539-199107000-00014,1713427
False,,,https://doi.org/10.1111/j.1528-1157.1984.tb04181.x,6538480
False,,,https://doi.org/10.1159/000175579,1178145
False,,,,3452458
False,,,,1681433
False,,,,6248144
True,,,https://doi.org/10.1016/0306-4530(90)90060-m,2129310
False,,,https://doi.org/10.1172/jci107221,4685084
False,,,https://doi.org/10.1182/blood-2010-06-292391,
False,,,,581976
False,,,https://doi.org/10.1111/j.2047-2927.2013.00159.x,24249651
False,,,https://doi.org/10.1007/s00726-008-0191-x,18953681
True,,,https://doi.org/10.1097/00001756-199503000-00024,7605927
False,,,https://doi.org/10.1152/japplphysiol.01269.2011,22362402
False,,,https://doi.org/10.3181/00379727-131-33914,4306807
False,,,https://doi.org/10.1016/0008-8749(78)90057-6,209901
False,,,https://doi.org/10.1007/s00213-007-0993-7,17992518
False,,,https://doi.org/10.1097/00001756-199806220-00033,9674599
False,,,https://doi.org/10.1097/00004647-199601000-00015,8530545
False,,,https://doi.org/10.1053/jcpt.1996.0211,10684419
False,,,,4413187
True,,,https://doi.org/10.1038/mp.2010.131,21242991
False,,,https://doi.org/10.2131/jts.17.supplementiv_201,1296024
False,,,https://doi.org/10.1155/2015/794729,25648520
False,,,https://doi.org/10.1111/j.1365-3083.1974.tb01290.x,4607940
False,,,https://doi.org/10.1177/0333102413515344,24335852
False,,,,2608326
False,,,https://doi.org/10.1016/j.euroneuro.2009.06.009,19577438
False,,,https://doi.org/10.33549/physiolres.932314,22670693
False,,,https://doi.org/10.1159/000124081,3921860
False,,,https://doi.org/10.1016/0006-2952(75)90054-4,1212268
False,,,,2821638
False,,,https://doi.org/10.1016/0092-8674(74)90122-6,4473272
False,,,https://doi.org/10.1016/j.biopsych.2005.02.010,15866557
False,,,https://doi.org/10.1007/bf02424449,8375666
True,,,,
False,,,https://doi.org/10.1016/j.biopsych.2011.03.031,
False,,,https://doi.org/10.1007/bf02245180,7753960
True,,,,
False,,,https://doi.org/10.1095/biolreprod29.4.938,6640042
False,,,https://doi.org/10.1016/0091-3057(91)90142-o,1686102
False,,,https://doi.org/10.1152/jn.1997.77.4.2209,9114268
False,,,https://doi.org/10.1016/j.jad.2010.02.111,20299106
False,,,https://doi.org/10.1111/j.1460-9568.1993.tb00923.x,8275236
True,,,https://doi.org/10.1016/j.bbr.2014.07.039,25092571
False,,,https://doi.org/10.1016/0223-5234(94)90197-x,
False,,,,42297
False,,,https://doi.org/10.1016/0091-3057(81)90248-3,7193886
False,,,https://doi.org/10.1023/a:1022010707704,12625403
False,,,https://doi.org/10.1523/jneurosci.1729-07.2008,18171931
False,,,https://doi.org/10.1016/0009-2797(80)90078-2,6253089
False,,,https://doi.org/10.1111/jeb.12600,25661713
False,,,https://doi.org/10.1016/0304-3940(92)90316-y,1320750
False,,,https://doi.org/10.1523/jneurosci.18-09-03416.1998,9547248
False,,,https://doi.org/10.1109/embc.2012.6346191,23366152
False,,,https://doi.org/10.1111/j.1471-4159.2012.07849.x,
False,,,,8832908
False,,,https://doi.org/10.1038/508296a,24740043
False,,,https://doi.org/10.1152/jn.1995.74.5.2150,8592203
False,,,https://doi.org/10.1016/s0166-4328(02)00243-7,12527452
False,,,https://doi.org/10.2190/om.64.2.b,22375348
False,,,https://doi.org/10.1071/bi9790561,232981
False,,,https://doi.org/10.3171/jns.1996.85.3.0476,8751635
False,,,https://doi.org/10.1016/s0022-3956(98)00006-5,9694002
False,,,https://doi.org/10.1248/yakushi.122.995,12440157
False,,,https://doi.org/10.3892/br.2015.491,26405539
False,,,,885597
False,,,https://doi.org/10.1371/journal.pone.0079817,24223197
False,,,https://doi.org/10.1080/13554790600646995,16801154
False,,,https://doi.org/10.7589/2012-10-269,23778620
False,,,https://doi.org/10.1177/030089167706300204,898285
False,,,https://doi.org/10.1016/0742-8413(95)02018-7,8788593
False,,,https://doi.org/10.2147/ndt.s44519,23836976
False,,,https://doi.org/10.11646/zootaxa.3646.5.6,26213781
False,,,https://doi.org/10.1152/ajpheart.1983.244.1.h46,6295189
False,,,https://doi.org/10.1073/pnas.0803558105,18523004
False,,,https://doi.org/10.1113/jphysiol.2004.074930,15513941
False,,,https://doi.org/10.1016/0741-8329(95)00062-3,8888949
False,,,https://doi.org/10.1371/journal.pbio.0040251,16834460
True,,,,
False,,,https://doi.org/10.1080/07357909909011714,10999046
True,,,https://doi.org/10.1111/j.1601-5215.2010.00512.x,25379693
False,,,https://doi.org/10.1002/eji.1830070505,872867
False,,,,6747228
False,,,https://doi.org/10.1016/0024-3205(75)90514-7,1160499
False,,,https://doi.org/10.1038/nn.2601,20657592
False,,,https://doi.org/10.1007/978-3-7091-0956-4_72,22327726
False,,,https://doi.org/10.1159/000137300,
True,,,https://doi.org/10.1016/j.physbeh.2013.06.009,23770328
False,,,,8371139
False,,,https://doi.org/10.1007/978-1-4684-4472-8_21,6307008
False,,,,2240785
False,,,,1270104
False,,,https://doi.org/10.3181/00379727-133-34607,5435592
True,,,https://doi.org/10.1111/bcpt.12489,26381433
False,,,https://doi.org/10.1093/jac/3.suppl_c.53,340446
False,,,,13259727
False,,,,5425612
False,,,,1256442
True,,,https://doi.org/10.4103/0974-7788.64412,20814521
False,,,https://doi.org/10.2131/jts.21.supplementii_389,8741421
False,,,https://doi.org/10.1242/jeb.093476,24198256
False,,,https://doi.org/10.1111/j.1472-8206.2007.00503.x,17868206
False,,,https://doi.org/10.1016/0039-128x(86)90003-6,3445279
False,,,https://doi.org/10.1016/j.brainres.2004.08.058,15494169
False,,,https://doi.org/10.1007/s12022-010-9109-8,
False,,,https://doi.org/10.1016/0014-2999(82)90233-3,6122586
True,,,https://doi.org/10.1016/j.pnpbp.2008.11.017,19111592
False,,,https://doi.org/10.1016/s1359-6446(04)03106-x,15149619
False,,,,7175982
False,,,https://doi.org/10.1093/cercor/bhr217,21903594
False,,,,14598551
False,,,https://doi.org/10.1038/sj.npp.1300375,14702025
False,,,https://doi.org/10.1016/0005-2736(71)90115-5,5134189
True,,,,
False,,,https://doi.org/10.1152/jappl.1979.46.6.1143,468639
False,,,https://doi.org/10.1111/j.1460-9568.2004.03472.x,15233746
False,,,https://doi.org/10.1101/lm.741908,18323569
False,,,https://doi.org/10.1080/15287399009531456,2147723
False,,,,
False,,,,4406100
False,,,https://doi.org/10.1016/0006-291x(70)90534-6,5518179
False,,,https://doi.org/10.1177/1099800405276832,16267375
False,,,https://doi.org/10.1016/j.jad.2016.02.010,26896741
True,,,,
False,,,https://doi.org/10.1007/s00705-002-0949-5,12664296
False,,,https://doi.org/10.1002/j.1939-4640.1984.tb00774.x,6231277
False,,,,
False,,,https://doi.org/10.1007/bf00498685,190546
False,,,,5810949
False,,,https://doi.org/10.1186/1471-2202-11-152,21118505
False,,,https://doi.org/10.1111/j.1600-0609.1974.tb00248.x,4547438
False,,,https://doi.org/10.1152/jn.1995.73.6.2596,7666167
False,,,https://doi.org/10.1111/mec.12770,24766660
False,,,https://doi.org/10.1016/0306-4522(86)90019-9,3785666
True,,,https://doi.org/10.1016/j.pbb.2007.04.005,17490740
False,,,https://doi.org/10.2353/ajpath.2008.070456,18202192
False,,,https://doi.org/10.1016/j.pharmthera.2010.08.013,20923682
False,,,https://doi.org/10.1515/znb-1968-0115,4387858
False,,,https://doi.org/10.1016/s0091-6773(74)92251-2,4451538
False,,,https://doi.org/10.3181/00379727-142-36968,4345713
False,,,https://doi.org/10.1093/jnci/djn229,18577741
False,,,https://doi.org/10.1016/0304-3940(91)90089-c,1648689
False,,,,
False,,,,5643942
False,,,,912052
False,,,https://doi.org/10.1124/jpet.103.051284,12730355
False,,,,1092611
False,,,https://doi.org/10.3109/10641968609045476,3533326
False,,,https://doi.org/10.1111/j.1365-2885.2008.01035.x,19161454
False,,,,4100800
False,,,https://doi.org/10.1080/00071669508417792,7583377
True,,,https://doi.org/10.1155/2015/415243,26508978
False,,,https://doi.org/10.2147/copd.s3375,
False,,,https://doi.org/10.1103/physreve.61.4235,11088220
False,,,https://doi.org/10.1016/0024-3205(85)90091-8,3965846
False,,,https://doi.org/10.1097/00024382-199705000-00012,9165675
False,,,,1230033
False,,,https://doi.org/10.1113/jp271657,26613645
False,,,https://doi.org/10.1016/0379-0738(91)90078-w,1855717
False,,,https://doi.org/10.1016/0003-9861(69)90162-3,5762961
False,,,https://doi.org/10.1126/science.162.3851.373,5677533
False,,,https://doi.org/10.1007/bf01944723,414934
False,,,,7258299
False,,,https://doi.org/10.1211/002235702577,12625873
True,,,https://doi.org/10.1016/s0893-133x(00)00229-3,11331143
True,,,,3671188
False,,,,1893187
False,,,https://doi.org/10.1046/j.1365-2885.1998.00138.x,9673963
False,,,https://doi.org/10.1007/bf00500036,806816
False,,,https://doi.org/10.1046/j.1471-4159.1994.62062233.x,8189231
False,,,https://doi.org/10.1027/0227-5910/a000355,26620916
False,,,,634174
False,,,https://doi.org/10.1097/ajp.0000000000000349,26736023
False,,,https://doi.org/10.1152/jn.00433.2005,16093336
False,,,https://doi.org/10.1016/j.fsi.2013.06.007,23769875
False,,,,1968269
False,,,https://doi.org/10.1152/japplphysiol.00661.2012,23288552
False,,,,1337426
False,,,https://doi.org/10.1097/00005344-198804000-00005,2453743
False,,,https://doi.org/10.1016/j.brainres.2004.12.023,15713281
False,,,,2459522
True,,,,
False,,,https://doi.org/10.1016/j.neuroscience.2012.08.020,22906478
False,,,https://doi.org/10.1159/000322540,21282937
False,,,https://doi.org/10.1016/0006-8993(84)91145-4,6202366
False,,,https://doi.org/10.1098/rspb.1986.0062,2877465
False,,,https://doi.org/10.1016/0006-8993(75)90285-1,166731
False,,,https://doi.org/10.1667/rr1765.1,20334516
False,,,,827373
False,,,https://doi.org/10.1016/0091-3057(89)90258-x,2516325
False,,,https://doi.org/10.1038/274274a0,210389
False,,,https://doi.org/10.1016/0305-4179(90)90207-d,2322396
False,,,https://doi.org/10.1016/s0031-6989(82)80007-6,7178212
False,,,https://doi.org/10.1111/j.1476-5381.1986.tb09493.x,3708217
False,,,https://doi.org/10.1016/0167-4889(87)90219-9,3676347
False,,,https://doi.org/10.1007/s12011-011-9260-1,22127829
False,,,https://doi.org/10.1001/archinte.1990.00390170113024,2184790
False,,,https://doi.org/10.1111/j.1530-0277.2002.tb02603.x,12068243
False,,,https://doi.org/10.1007/bf01288359,11732319
False,,,,2130875
False,,,https://doi.org/10.1097/00000542-199002000-00016,2301761
False,,,,4368773
True,,,https://doi.org/10.1177/0748233712468018,23222693
False,,,,2902677
False,,,https://doi.org/10.1177/0145482x9809200712,
False,,,https://doi.org/10.1126/science.1238518,23620040
False,,,https://doi.org/10.1024/0036-7281.147.05.219,
False,,,https://doi.org/10.1002/syn.890020305,2850627
False,,,https://doi.org/10.1016/0304-3940(95)12214-1,8787839
False,,,https://doi.org/10.1016/0735-1097(89)90036-3,2584572
False,,,https://doi.org/10.1111/j.1476-5381.1975.tb07350.x,238699
False,,,https://doi.org/10.1016/0922-4106(94)90109-0,8157072
False,,,,25053
False,,,https://doi.org/10.1111/j.1476-5381.1973.tb08275.x,4132518
False,,,https://doi.org/10.1055/s-0028-1095841,213360
False,,,https://doi.org/10.1016/j.neuroscience.2009.09.003,19747528
True,,,https://doi.org/10.1111/j.2042-7158.1976.tb04123.x,6684
False,,,https://doi.org/10.1093/jn/101.10.1359,5098876
False,,,https://doi.org/10.1016/0028-3908(91)90058-j,1852267
False,,,https://doi.org/10.1007/s00406-016-0675-8,26873703
False,,,https://doi.org/10.1111/j.1432-1033.1970.tb00925.x,4191594
True,,,https://doi.org/10.1016/j.neulet.2015.05.022,25980993
False,,,https://doi.org/10.1161/01.res.37.5.683,1192565
False,,,https://doi.org/10.1016/j.resp.2011.10.009,22027217
False,,,https://doi.org/10.1111/j.1742-7843.2008.00310.x,18699796
False,,,,6292399
False,,,https://doi.org/10.1016/j.neuropharm.2015.10.015,26471421
True,,,https://doi.org/10.1007/s00213-005-0138-9,16163520
False,,,https://doi.org/10.1016/s0940-2993(00)80050-0,10987180
False,,,https://doi.org/10.1016/0304-3959(94)90009-4,7936711
False,,,https://doi.org/10.1038/hdy.2014.116,25585923
False,,,,4187478
False,,,https://doi.org/10.1016/0006-2952(88)90409-1,3178887
False,,,https://doi.org/10.1097/00005344-199410000-00015,7528847
False,,,,8043832
False,,,https://doi.org/10.1249/00005768-198602000-00012,3959867
False,,,,
False,,,https://doi.org/10.1523/jneurosci.21-13-04721.2001,11425899
False,,,https://doi.org/10.1016/0014-4827(72)90108-5,4338680
False,,,https://doi.org/10.1016/0091-3057(90)90222-4,1969162
False,,,https://doi.org/10.1016/j.neuroscience.2007.08.025,17919826
False,,,https://doi.org/10.1016/j.resp.2006.07.005,16934539
False,,,https://doi.org/10.1016/0306-4522(76)90077-4,11370231
False,,,https://doi.org/10.1042/bj1250605,5144761
False,,,,5033016
False,,,,7164298
False,,,https://doi.org/10.1097/00000542-198804000-00010,3354890
False,,,https://doi.org/10.1016/0006-3223(94)90036-1,8011801
False,,,https://doi.org/10.1016/0014-4886(76)90225-9,821771
False,,,,7393371
False,,,https://doi.org/10.1002/humu.20891,19067360
False,,,https://doi.org/10.1007/bf00405024,5626539
False,,,https://doi.org/10.1016/0006-2952(76)90054-x,186071
False,,,,4170427
False,,,https://doi.org/10.1186/s12862-015-0353-x,25928309
False,,,https://doi.org/10.1128/iai.73.1.39-49.2005,15618139
False,,,,7158372
False,,,https://doi.org/10.1016/0039-128x(77)90088-5,412282
False,,,https://doi.org/10.1254/fpj.94.61,2792962
False,,,,5393698
False,,,https://doi.org/10.1507/endocrine1927.71.5_679,7556779
False,,,https://doi.org/10.1111/j.1474-8673.1990.tb00035.x,1982669
False,,,https://doi.org/10.1159/000212340,110657
False,,,,
False,,,https://doi.org/10.1111/j.1365-3083.1974.tb01265.x,4604390
False,,,https://doi.org/10.1007/bf00625116,5584636
False,,,https://doi.org/10.1292/jvms.63.1127,11714030
False,,,,7848335
False,,,https://doi.org/10.1111/1523-1747.ep12547084,690479
False,,,https://doi.org/10.1111/j.1476-5381.1977.tb06988.x,836994
False,,,https://doi.org/10.1007/bf02193871,1850597
True,,,https://doi.org/10.1007/bf00501388,503251
False,,,,5368091
False,,,https://doi.org/10.1016/j.yjmcc.2006.07.001,16916522
False,,,https://doi.org/10.1534/genetics.105.045740,16204222
False,,,,941516
False,,,https://doi.org/10.1093/genetics/122.3.713,2759426
False,,,https://doi.org/10.1093/cvr/17.6.344,6883410
False,,,,2502361
False,,,,7539636
False,,,https://doi.org/10.1152/ajpregu.2000.279.3.r1105,10956272
True,,,https://doi.org/10.1038/sj.npp.1300664,15688089
False,,,https://doi.org/10.1007/978-1-4684-4703-3_87,6611044
False,,,https://doi.org/10.1007/s00213-005-0016-5,15983796
False,,,https://doi.org/10.1111/j.1476-5381.1978.tb07757.x,656697
False,,,https://doi.org/10.1007/bf00311637,8897676
False,,,,5054208
False,,,,6109016
True,,,https://doi.org/10.1038/npp.2015.134,25953359
False,,,https://doi.org/10.1093/cvr/10.2.236,938991
False,,,https://doi.org/10.1007/s10827-005-5477-3,15789166
True,,,https://doi.org/10.1016/j.bbi.2013.01.001,23313516
False,,,https://doi.org/10.1007/bf02034402,5781545
False,,,,6734841
False,,,https://doi.org/10.1093/aob/mcv118,26229065
False,,,https://doi.org/10.1002/jps.2600580934,5346088
False,,,https://doi.org/10.3181/00379727-136-35451,4324740
False,,,https://doi.org/10.3181/00379727-144-37696,4765963
False,,,,4428994
True,,,https://doi.org/10.1016/s1734-1140(12)70762-4,22661173
False,,,,4217556
False,,,,5563386
False,,,,1033001
False,,,https://doi.org/10.1016/j.neuropharm.2009.07.008,19596018
False,,,https://doi.org/10.1016/0014-2999(75)90091-6,236188
True,,,https://doi.org/10.1111/j.1460-9568.2006.04943.x,16930432
False,,,https://doi.org/10.1523/jneurosci.4247-06.2007,17360919
False,,,https://doi.org/10.1159/000127739,4448207
False,,,https://doi.org/10.1007/s00204-005-0055-z,16341692
False,,,https://doi.org/10.1371/journal.pone.0083149,24391741
True,,,https://doi.org/10.1002/hipo.1047,11769314
False,,,https://doi.org/10.1038/tp.2015.57,25942044
False,,,https://doi.org/10.1089/jir.1986.6.251,3018103
False,,,https://doi.org/10.1253/jcj.57.969,8230678
False,,,,1217497
False,,,,1482561
False,,,https://doi.org/10.1007/bf00235873,4007095
False,,,,
False,,,https://doi.org/10.3168/jds.s0022-0302(95)76734-0,7622727
False,,,https://doi.org/10.1016/s0007-1935(05)80036-3,8111612
False,,,https://doi.org/10.1016/0196-9781(85)90444-9,3010258
True,,,https://doi.org/10.1016/j.pbb.2012.03.005,22429992
False,,,https://doi.org/10.1523/jneurosci.03-05-01092.1983,6842283
False,,,https://doi.org/10.1007/s00232-012-9508-5,23124944
False,,,,6684873
True,,,https://doi.org/10.3389/fnbeh.2013.00215,24427124
False,,,https://doi.org/10.1016/0006-2952(82)90515-9,7115440
False,,,https://doi.org/10.1186/1744-8069-9-26,23725095
False,,,https://doi.org/10.1038/sj.mp.4000426,9774772
False,,,,
False,,,,1165157
True,,,https://doi.org/10.1016/j.physbeh.2005.02.006,15811396
False,,,https://doi.org/10.1161/01.res.88.6.570,11282890
False,,,https://doi.org/10.4077/cjp.2011.amm020,21789901
False,,,https://doi.org/10.1111/j.1751-0813.1979.tb15265.x,464937
False,,,,10051816
False,,,https://doi.org/10.1016/s0306-4530(98)00065-1,10101722
False,,,https://doi.org/10.1016/j.ymgme.2004.02.002,15110328
False,,,https://doi.org/10.3109/10641968309048807,6299627
False,,,https://doi.org/10.1152/ajpheart.00294.2007,17604325
False,,,https://doi.org/10.1074/jbc.m005363200,11278286
True,,,https://doi.org/10.1002/1098-2396(200008)37:2<159::aid-syn9>3.0.co;2-n,10881036
False,,,https://doi.org/10.1152/ajpregu.1999.277.3.r658,10484481
False,,,https://doi.org/10.1073/pnas.66.3.693,5269235
False,,,https://doi.org/10.1152/jn.00126.2009,19403750
False,,,https://doi.org/10.1002/jps.2600621229,4202681
True,,,https://doi.org/10.1016/j.jpsychires.2009.11.014,20035953
False,,,https://doi.org/10.1002/jps.2600670433,641771
False,,,https://doi.org/10.1292/jvms.55.503,8357932
False,,,https://doi.org/10.1016/0022-4804(85)90145-3,4033105
False,,,https://doi.org/10.1111/j.1399-6576.1985.tb02165.x,3976327
False,,,https://doi.org/10.1016/0272-0590(85)90131-9,4092889
False,,,,1340450
False,,,https://doi.org/10.1016/j.neuro.2015.06.008,26141519
False,,,,18999900
False,,,https://doi.org/10.1016/s0361-9230(01)00748-1,12127011
False,,,https://doi.org/10.1007/bf03003101,6709399
False,,,https://doi.org/10.1523/jneurosci.2121-07.2007,17670974
False,,,https://doi.org/10.1126/science.171.3967.208,4395231
False,,,https://doi.org/10.3969/j.issn.1001-1978.2015.01.001,
False,,,https://doi.org/10.1097/00000542-199010000-00019,2221441
True,,,,
False,,,https://doi.org/10.1016/0014-4886(87)90095-1,3609218
True,,,https://doi.org/10.1177/1535370216642044,27037280
False,,,https://doi.org/10.1111/j.1748-1716.2009.02021.x,19624551
False,,,https://doi.org/10.3181/00379727-120-30430,4954939
True,,,https://doi.org/10.1016/j.pnpbp.2008.05.020,18579278
False,,,https://doi.org/10.1530/acta.0.0740568,4800855
False,,,,
False,,,https://doi.org/10.2337/diabetes.51.2.430,11812751
False,,,https://doi.org/10.1002/ar.1092190411,3448955
False,,,https://doi.org/10.1111/j.2042-7158.1992.tb05468.x,1357138
False,,,https://doi.org/10.1016/0304-4165(69)90362-6,5370019
False,,,,8817463
True,,,https://doi.org/10.1016/j.jep.2010.04.035,20441789
False,,,https://doi.org/10.1507/endocrj1954.14.265,5630632
False,,,,
False,,,https://doi.org/10.1152/jn.1994.72.6.3009,7897506
False,,,https://doi.org/10.1159/000136490,4218646
False,,,https://doi.org/10.1016/j.jneumeth.2009.06.028,19576932
False,,,https://doi.org/10.1016/j.jep.2013.05.019,23721913
False,,,,930403
False,,,https://doi.org/10.1152/ajpregu.00012.2008,18337315
False,,,https://doi.org/10.1196/annals.1308.013,15251881
False,,,https://doi.org/10.1016/j.biopsych.2012.04.018,22609367
False,,,https://doi.org/10.1385/nmm:1:3:197,12095161
False,,,https://doi.org/10.1007/s00787-015-0714-4,26022212
False,,,https://doi.org/10.1210/endo.142.1.7913,11145596
True,,,https://doi.org/10.1016/s0893-133x(99)00100-1,10649831
False,,,https://doi.org/10.1136/vr.122.25.609,3407117
False,,,https://doi.org/10.1007/bf00422801,4674515
False,,,https://doi.org/10.1093/jat/bku126,25404657
False,,,https://doi.org/10.1007/bf02552389,7249015
False,,,,1039013
False,,,https://doi.org/10.1016/0006-8993(83)91014-4,6839155
False,,,https://doi.org/10.1016/j.transproceed.2005.01.001,15808697
True,,,,1332299
False,,,https://doi.org/10.1016/j.biopsych.2009.08.033,19833253
