index,include,title,abstract,first_author,year,journal,doi,pubmed_id,authors,pubmed_type,publication_types,mesh,webofscience_id,central_id,openalex_id,title_length,title_word_count,title_sentence_count,abstract_length,abstract_word_count,abstract_sentence_count,language_title,language_abstract
105,false,Levobupivacaine,UNLABELLED Based on findings that the cardiotoxicity infrequently observed with racemic bupivacaine shows enantioselectivity ie it is more pronounced with the Renantiomer the Senantiomer levobupivacaine has been developed for clinical use as a long acting local anaesthetic The majority of in vitro in vivo and human pharmacodynamic studies of nerve block indicate that levobupivacaine has similar potency to bupivacaine However levobupivacaine had a lower risk of cardiovascular and CNS toxicity than bupivacaine in animal studies In human volunteers levobupivacaine had less of a negative inotropic effect and at intravenous doses mg produced less prolongation of the QTc interval than bupivacaine Fewer changes indicative of CNS depression on EEG were evident with levobupivacaine Levobupivacaine is long acting with a dosedependent duration of anaesthesia The onset of action is or minutes with various anaesthetic techniques In studies of surgical anaesthesia in adults levobupivacaine provided sensory block for up to hours after epidural administration of or mg hours after intrathecal mg and hours after brachial plexus block with mgkg Randomised doubleblind clinical studies established that the anaesthetic andor analgesic effects of levobupivacaine were largely similar to those of bupivacaine at the same dose Sensory block tended to be longer with levobupivacaine than bupivacaine amounting to a difference of to minutes with epidural administration and approximately hours with peripheral nerve block With epidural administration levobupivacaine produced less prolonged motor block than sensory block This differential was not seen with peripheral nerve block Conditions satisfactory for surgery and good pain management were achieved by use of local infiltration or peribulbar administration of levobupivacaine Levobupivacaine was generally as effective as bupivacaine for pain management during labour and was effective for the management of postoperative pain especially when combined with clonidine morphine or fentanyl The tolerability profiles of levobupivacaine and bupivacaine were very similar in clinical trials No clinically significant ECG abnormalities or serious CNS events occurred with the doses used The most common adverse event associated with levobupivacaine treatment was hypotension CONCLUSIONS Levobupivacaine is a long acting local anaesthetic with a clinical profile closely resembling that of bupivacaine However current preclinical safety and toxicity data show an advantage for levobupivacaine over bupivacaine Clinical data comparing levobupivacaine with ropivacaine are needed before the role of the drug can be fully established Excluding pharmacoeconomic considerations levobupivacaine is an appropriate choice for use in place of bupivacaine,Foster RH,2000,Drugs,https://doi.org/10.2165/00003495-200059030-00013,10776835,Foster RH; Markham A,article,D016428: Journal Article; D016454: Review,"D000328: Adult; D000773: Anesthesia, Obstetrical; D000775: Anesthesia, Spinal; D000779: Anesthetics, Local; D000818: Animals; D019540: Area Under Curve; D002045: Bupivacaine; D002319: Cardiovascular System; D004361: Drug Tolerance; D005260: Female; D006207: Half-Life; D006801: Humans; D009407: Nerve Block; D010149: Pain, Postoperative; D011247: Pregnancy; D016032: Randomized Controlled Trials as Topic; D013237: Stereoisomerism; D013329: Structure-Activity Relationship",,,https://openalex.org/W2049881401,15,1,1,2895,460,22,fr,en
106,false,Novel Analgesic Adjuncts for Brachial Plexus Block A Systematic Review,This article reviews current evidence for the efficacy of adding novel analgesic adjuncts to brachial plexus block the goal of which is to prolong analgesic effect without the disadvantage of systemic side effects or prolonged motor block It may also allow for a reduction in the total dose of local anesthetic used Novel adjuncts studied to date include opioids clonidine neostigmine and tramadol Twentyfour studies were reviewed and assessed by using specific inclusion criteria and only those studies satisfying these criteria were included in the final assessment Satisfactory studies were then assessed for inclusion of a systemic control group to determine peripheral effect as opposed to possible systemic effect of an adjunct administered peripherally Evidence regarding the analgesic benefit of opioid adjuncts remains equivocal and more evidence is required before their routine use can be recommended Clonidine appears to have significant analgesic benefit and to cause minimal adverse effects when used in doses up to microg Data regarding other drugs such as tramadol and neostigmine are not sufficient to allow for any recommendations and further studies are required,Murphy DB,2000,Anesth Analg,https://doi.org/10.1097/00000539-200005000-00023,10781465,Murphy DB; McCartney CJ; Chan VW,article,D016428: Journal Article; D017418: Meta-Analysis; D000078182: Systematic Review,"D000328: Adult; D000700: Analgesics; D000701: Analgesics, Opioid; D001917: Brachial Plexus; D003000: Clonidine; D006801: Humans; D009388: Neostigmine; D009407: Nerve Block",,,https://openalex.org/W1995432167,71,11,1,1204,197,8,en,en
107,false,Bupropion Sustained Release Versus Paroxetine for the Treatment of Depression in the Elderly,Depression is a serious and widespread emotional disorder among the elderly This study compared the efficacy and safety of bupropion sustained release SR with the selective serotonin reuptake inhibitor paroxetine in the treatment of major depression in elderly outpatientsElderly or years outpatients with major depressive disorder DSMIV criteria were evaluated in this week multicenter randomized doubleblind study comparing bupropion SR mgday and paroxetine mgday Efficacy was assessed by changes in scores on the Hamilton Rating Scales for Depression HAMD and Anxiety HAMA and the Clinical Global ImpressionsSeverity of Illness and Improvement scales Safety was assessed by monitoring adverse events vital signs and body weightA total of patients ranging in age from to years were randomly assigned to treatment with bupropion SR N or paroxetine N Measurements of efficacy were similar between the treatment groups with both groups showing improved scores on all depression rating scales Headache insomnia dry mouth agitation dizziness and nausea occurred in of patients in both groups somnolence diarrhea constipation and anorexia occurred in of patients in the paroxetine group No statistically significant differences between groups in vital signs or weight were foundBoth bupropion SR and paroxetine were safe and effective for the treatment of depression in the elderly Because of its favorable side effect profile bupropion SR may provide a safe and effective nonserotonergic treatment alternative that is well suited as an antidepressant for the elderly,Weihs KL,2000,J Clin Psychiatry,https://doi.org/10.4088/jcp.v61n0309,10817105,Weihs KL; Settle EC; Batey SR; Houser TL; Donahue RM; Ascher JA,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000368: Aged; D000553: Ambulatory Care; D018687: Antidepressive Agents, Second-Generation; D016642: Bupropion; D015897: Comorbidity; D003692: Delayed-Action Preparations; D003866: Depressive Disorder; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D017374: Paroxetine; D011569: Psychiatric Status Rating Scales; D012307: Risk Factors; D012640: Seizures; D017367: Selective Serotonin Reuptake Inhibitors; D016896: Treatment Outcome",,,https://openalex.org/W2018434620,92,13,1,1671,289,8,en,en
108,false,Oral Clonidine in Postmenopausal Patients with Breast Cancer Experiencing TamoxifenInduced Hot Flashes A University of Rochester Cancer Center Community Clinical Oncology Program Study,Hot flashes are the most frequently reported side effect of tamoxifen treatment Although hormones are an effective treatment their safety is questionable in women with breast cancer It is therefore important to evaluate nonhormonal treatments for hot flashesTo evaluate the effectiveness of oral clonidine for control of hot flashes associated with tamoxifen therapy in postmenopausal women with breast cancerRandomized doubleblind placebocontrolled clinical trialUniversity of Rochester Cancer Center Community Clinical Oncology Program postmenopausal women with breast cancer who were receiving adjuvant tamoxifen therapyOral clonidine hydrochloride mgd or placebo for weeksIn a daily diary patients recorded number duration and severity of hot flashes and overall qualityoflife score on a point scale during a week baseline period and during the th th and th weeks of the studyPatients in the placebo and treatment groups were similar in age duration of tamoxifen use reported frequency and duration of hot flashes at baseline and dropout rates One hundred fortynine patients completed weeks of followup The mean decrease in hot flash frequency was greater in the clonidine group than in the placebo group after weeks of treatment compared with CI for difference to and weeks of treatment compared with CI for difference to Patients receiving clonidine were more likely than patients receiving placebo to report difficulty sleeping compared with P A significant difference was seen in the mean change in qualityoflife scores points in the clonidine group compared with points in the placebo group P at weeks although the median difference was in both groupsOral clonidine mgd is effective against tamoxifeninduced hot flashes in postmenopausal women with breast cancer,Pandya KJ,2000,Ann Intern Med,https://doi.org/10.7326/0003-4819-132-10-200005160-00004,10819701,Pandya KJ; Raubertas RF; Flynn PJ; Hynes HE; Rosenbluth RJ; Kirshner JJ; Pierce HI; Dragalin V; Morrow GR,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013487: Research Support, U.S. Gov't, P.H.S.","D000284: Administration, Oral; D000316: Adrenergic alpha-Agonists; D018931: Antineoplastic Agents, Hormonal; D001943: Breast Neoplasms; D003000: Clonidine; D004311: Double-Blind Method; D005500: Follow-Up Studies; D019584: Hot Flashes; D006801: Humans; D010352: Patient Dropouts; D010919: Placebos; D017698: Postmenopause; D019057: Quality-Adjusted Life Years; D013629: Tamoxifen",,,https://openalex.org/W2022076582,186,24,1,1929,340,7,en,en
109,false,Ondansetron Given Before Induction of Anesthesia Reduces Shivering After General Anesthesia,The neurotransmitter pathways involved in the mechanism of postanesthetic shivering PAS are poorly understood Meperidine clonidine and physostigmine are all effective treatments indicating that opioid adrenergic and anticholinergic systems are probably involved We investigated the effect of ondansetron a HT antagonist used to treat postoperative nausea and vomiting on intraoperative core and peripheral temperatures and PAS Eightytwo patients age yr undergoing orthopedic general or urological surgery were randomized into three groups in this doubleblinded placebocontrolled study Group O n received ondansetron mg IV Group O n received ondansetron mg IV and Group C n received saline IV immediately before the anesthetic induction Core tympanic and fingertip temperature dorsum of middle finger were recorded Anesthesia was induced with IV fentanyl gkg and propofol mgkg and maintained with minimum alveolar anesthetic concentration isoflurane in nitrous oxideoxygen The occurrence of shivering was documented clinically during recovery by nursing staff who were unaware of the group assignment PAS occurred in of patients in Group C compared with of in Group O P and of patients in Group O P Within each group core temperature decreased and peripheral temperature increased significantly but there were no significant differences among the groups at any time interval We conclude that ondansetron mg IV given during the induction of anesthesia prevents PAS without affecting the coretoperipheral redistribution of heat during general anesthesia This suggests that serotonergic pathways have a role in the regulation of PAS Implications In a randomized doubleblinded placebocontrolled clinical study ondansetron mg IV given just before the induction reduced the incidence of postanesthetic shivering compared with saline The anticipated coretoperipheral redistribution of body temperature during general anesthesia was not affected This implies that ondansetron probably acts by a central inhibitory mechanism and that hydroxytryptaminergic pathways have a role in regulating postanesthetic shivering,Powell RM,2000,Anesth Analg,https://doi.org/10.1097/00000539-200006000-00032,10825334,Powell RM; Buggy DJ,article,D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial,"D000328: Adult; D000768: Anesthesia, General; D000932: Antiemetics; D001831: Body Temperature; D004311: Double-Blind Method; D005260: Female; D006439: Hemodynamics; D006801: Humans; D008297: Male; D008875: Middle Aged; D017294: Ondansetron; D012768: Shivering; D012881: Skin Temperature",,,https://openalex.org/W1991078205,91,11,1,2282,392,14,en,en
110,false,Longitudinal Comparative Study of Risperidone and Conventional Neuroleptics for Treating Patients With Schizophrenia,This study compared the longterm months effectiveness of risperidone RP with that of conventional neuroleptics CNs in a population with chronic schizophrenia who had shown suboptimal response to CNs A randomized open parallel multicenter design was used One hundred eightyfour subjects meeting DSMIV criteria for schizophrenia were randomly assigned to receive either RP or a CN and of them completed the followup Outcome measures were taken at and months and included the Positive and Negative Syndrome Scale PANSS and the Extrapyramidal Symptom Rating Scale Within this month followup RP was found to be superior to CNs in terms of both the average change in score from baseline on the PANSS p and the proportion of good responders as defined by a decrease in total PANSS scoresp For positive symptoms the effectiveness of the RP treatment tended to increase over time At months the percentage of good responders in the RP group was twice as large as that in the CN group vs p The superiority of RP over CNs was constant over the three dose categories In both the RP and the CN groups the maximum decrease in psychopathology was achieved with the lowest dose range A worsening of akathisia was less frequent in subjects receiving RP than in those receiving CNs p In conclusion this study showed that compared with CNs RP is beneficial in the treatment of patients with chronic schizophrenia and that some of these benefits may appear only after longerterm treatment,Bouchard RH,2000,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-200006000-00002,10831015,Bouchard RH; Mérette C; Pourcher E; Demers MF; Villeneuve J; Roy-Gagnon MH; Gauthier Y; Cliche D; Labelle A; Filteau MJ; Roy MA; Maziade M,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016448: Multicenter Study; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000328: Adult; D014150: Antipsychotic Agents; D002908: Chronic Disease; D004305: Dose-Response Relationship, Drug; D005260: Female; D006801: Humans; D008137: Longitudinal Studies; D008297: Male; D008875: Middle Aged; D010352: Patient Dropouts; D011569: Psychiatric Status Rating Scales; D018967: Risperidone; D012559: Schizophrenia; D012565: Schizophrenic Psychology",,,https://openalex.org/W2406471561,116,13,1,1576,308,11,en,en
111,false,Risperidone for the Treatment of Cocaine Dependence Randomized DoubleBlind Trial,A partial blockade of the multiple actions of cocaine is one strategy by which cocaine dependence may be treated Risperidone a hydroxytryptamine and dopamine D antagonist is an atypical antipsychotic and was a candidate medication for the treatment of cocaine dependence One hundred ninetythree cocainedependent subjects were enrolled in a week randomized doubleblind placebocontrolled trial Subjects initially received either placebo or or mg of risperidone with a subsequent change to active doses of mg and mg Subjects attended the clinic twice each week provided urine samples obtained medication and underwent one behavioral therapy session per week The study was terminated at the interim analysis Retention was worse for the and mg active medication groups Side effects were primarily associated with the mg dose although neither mg nor mg was well accepted by subjects There was no reduction in cocaine use associated with risperidone The results suggest that although antagonists might be a useful treatment approach such as in the treatment of opiate dependence risperidone is unlikely to find broad acceptance with the treatmentseeking population,Grabowski J,2000,J Clin Psychopharmacol,https://doi.org/10.1097/00004714-200006000-00003,10831016,Grabowski J; Rhoades H; Silverman P; Schmitz JM; Stotts A; Creson D; Bailey R,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013487: Research Support, U.S. Gov't, P.H.S.",D000328: Adult; D003042: Cocaine; D019970: Cocaine-Related Disorders; D018492: Dopamine Antagonists; D004311: Double-Blind Method; D005260: Female; D006801: Humans; D008297: Male; D010352: Patient Dropouts; D011613: Psychotherapy; D012008: Recurrence; D018967: Risperidone; D013997: Time Factors,,,https://openalex.org/W2242713226,83,12,1,1209,203,10,en,en
112,false,A Positron Emission Tomography Study of Quetiapine in Schizophrenia A Preliminary Finding of an Antipsychotic Effect With Only Transiently High Dopamine D Receptor Occupancy,Quetiapine is a new atypical antipsychotic medication As such relatively little has been published regarding its in vivo effects at the dopamine type D and serotonin type a HTa receptor systems The following study was undertaken to explore these effects across the clinical dose range and relate this information to its clinical profileTwelve patients with schizophrenia were randomly assigned to doses of to mgd n at and mgd of quetiapine After weeks of treatment D and HTa occupancy were measured using positron emission tomography PET imaging to hours after the last dose Clinical efficacy and adverse effect ratings were obtained at baseline at the time of PET scanning and at weeks Two additional patients were included to examine the effects of the drug to hours after last doseQuetiapine was an effective antipsychotic and improved the extrapyramidal symptoms and prolactin level elevation noted at baseline It achieved these results with minimal D occupancy hours after the last dose Study of the additional subjects revealed that quetiapine does give rise to transiently high D occupancy to hours after a single dose that then decreases to minimal levels in hoursQuetiapine shows a transiently high D occupancy which decreases to very low levels by the end of the dosing interval Quetiapines low D occupancy can explain its freedom from extrapyramidal symptoms and prolactin level elevation The data suggest that transient D occupancy may be sufficient for its antipsychotic effect Future studies controlling for nonpharmacological effects as well as activities on other receptors will be necessary to confirm this suggestion,Kapur S,2000,Arch Gen Psychiatry,https://doi.org/10.1001/archpsyc.57.6.553,10839333,Kapur S; Zipursky R; Jones C; Shammi CS; Remington G; Seeman P,article,"D016430: Clinical Trial; D016428: Journal Article; D016449: Randomized Controlled Trial; D013485: Research Support, Non-U.S. Gov't","D000328: Adult; D014150: Antipsychotic Agents; D001480: Basal Ganglia Diseases; D001921: Brain; D002250: Carbon Radioisotopes; D003987: Dibenzothiazepines; D065127: Dopamine D2 Receptor Antagonists; D004305: Dose-Response Relationship, Drug; D004334: Drug Administration Schedule; D005260: Female; D005500: Follow-Up Studies; D006801: Humans; D008297: Male; D011388: Prolactin; D011569: Psychiatric Status Rating Scales; D000069348: Quetiapine Fumarate; D020891: Raclopride; D017448: Receptors, Dopamine D2; D011985: Receptors, Serotonin; D012559: Schizophrenia; D012702: Serotonin Antagonists; D014055: Tomography, Emission-Computed; D016896: Treatment Outcome",,,https://openalex.org/W2009915820,175,25,1,1755,314,11,en,en
113,false,The Safety of Olanzapine Compared With Other Antipsychotic Drugs,Results of controlled clinical trials should be confirmed through safety and effectiveness studies in nonselected patient cohorts treated according to routine clinical practiceOutpatients with schizophrenia ICD criteria entered this prospective naturalistic study when they received a new prescription for an antipsychotic drug Treatment assignment was based on purely clinical criteria as the study did not include any experimental intervention Safety was evaluated through the collection of spontaneous adverse events and a specific questionnaire for extrapyramidal symptoms Global clinical status was measured through the Clinical Global ImpressionsSeverity CGIS and the Global Assessment of Functioning GAF scalesFrom the patients included patients were treated with olanzapine as monotherapy or combined with other drugs olanzapine group and were treated with other antipsychotic drugs as monotherapy or combined with other drugs control group There were no statistical differences between treatment groups at baseline regarding age gender disease duration or severity of symptoms Olanzapine was well tolerated and effective in this study Overall incidence of adverse events was significantly lower in the olanzapine group compared with the control group p Somnolence and weight gain were significantly more frequent in the olanzapine group and akathisia dystonia extrapyramidal syndrome hypertonia hypokinesia and tremor were significantly higher in the control group Clinical improvement at endpoint measured through the mean change in the CGIS and the GAF was significantly higher in the olanzapine group compared with the control group p These results show that olanzapine is safe and effective in nonselected schizophrenic outpatients and are consistent with the efficacy and safety profile that olanzapine has shown in previous controlled clinical trials,Gómez JC,2000,J Clin Psychiatry,https://doi.org/10.4088/jcp.v61n0503,10847307,Gómez JC; Sacristán JA; Hernández J; Breier A; Ruiz Carrasco P; Antón Saiz C; Fontova Carbonell E,article,"D016430: Clinical Trial; D018848: Controlled Clinical Trial; D016428: Journal Article; D016448: Multicenter Study; D013485: Research Support, Non-U.S. Gov't","D000293: Adolescent; D000328: Adult; D000368: Aged; D000553: Ambulatory Care; D014150: Antipsychotic Agents; D001480: Basal Ganglia Diseases; D001569: Benzodiazepines; D015331: Cohort Studies; D004359: Drug Therapy, Combination; D006801: Humans; D008875: Middle Aged; D000077152: Olanzapine; D010890: Pirenzepine; D011446: Prospective Studies; D011569: Psychiatric Status Rating Scales; D012559: Schizophrenia; D016896: Treatment Outcome",,,https://openalex.org/W1985485609,64,9,1,1939,306,9,en,en
114,false,Medication continuation and compliance a comparison of patients treated with clozapine and haloperidol,This study compares medication continuation and regimen compliance with the atypical antipsychotic medication clozapine versus the conventional antipsychotic haloperidolData from a site doubleblind randomized clinical trial N were used to compare patients with DSMIIIR schizophrenia assigned to clozapine or haloperidol in terms of duration of participation while taking the randomly assigned study drug continuation and the proportion of prescribed pills that were taken compliance Multiple regression analysis was used to determine the relationship of baseline characteristics and measures of clinical change to continuation for the entire sample and for patients assigned to each medicationPatients assigned to clozapine continued taking the study drug for a mean of weeks as compared with only among patients assigned to haloperidol F df p No differences were found between the groups in the proportion of prescribed pills that were returned at any timepoint Among patients assigned to haloperidol poorer continuation was associated with being older and greater continuation with receiving public support Among patients on clozapine treatment continuation was poorer among African American patients and greater among patients who showed reduced clinical symptoms and akathisia Continuation with clozapine was greater even after adjusting for these factorsContinuation with medication is greater with clozapine than haloperidol and is partly explained by greater symptom improvement and reduced side effects No differences were found in regimen compliance,Rosenheck R,2000,J Clin Psychiatry,,10847315,Rosenheck R; Chang S; Choe Y; Cramer J; Xu W; Thomas J; Henderson W; Charney D,article,"D016430: Clinical Trial; D003160: Comparative Study; D016428: Journal Article; D016449: Randomized Controlled Trial; D013486: Research Support, U.S. Gov't, Non-P.H.S.",D000328: Adult; D001741: Black or African American; D014150: Antipsychotic Agents; D003024: Clozapine; D004311: Double-Blind Method; D004334: Drug Administration Schedule; D005260: Female; D005500: Follow-Up Studies; D006220: Haloperidol; D006801: Humans; D008297: Male; D010349: Patient Compliance; D010352: Patient Dropouts; D012044: Regression Analysis; D012559: Schizophrenia; D016896: Treatment Outcome; D016312: Treatment Refusal; D015430: Weight Gain,,,https://openalex.org/W2048123560,104,15,1,1626,248,7,en,en
115,false,Atypical antipsychotics and weightgain a systematic review,To review systematically data relating to weight changes with atypical antipsychoticsWe conducted a Medline search on October and covered the period All recovered papers were examined for further relevant reports In addition we wrote to pharmaceutical manufacturers and practising clinicians to ask them to provide other relevant reports known to themEighty reports mentioning change in body weight were retrieved Data relating to weight changes were of variable quality Weight changes were indicated by a variety of measures The majority of reports related to shortterm changesAll atypical drugs with the exception of ziprasidone have been associated with weight increases Clozapine seems to have the highest risk of weight gain followed by olanzapine and quetiapine There is probably a lower risk with risperidone sertindole and zotepine and a still lower risk with amisulpride Ziprasidone appears not to be associated with weight gain In the absence of more compelling data these rankings must be considered approximate and preliminary Longer more robust trials are needed,Taylor DM,2000,Acta Psychiatr Scand,https://doi.org/10.1034/j.1600-0447.2000.101006416.x,10868465,Taylor DM; McAskill R,article,D016428: Journal Article; D016454: Review; D000078182: Systematic Review,D000077582: Amisulpride; D014150: Antipsychotic Agents; D001569: Benzodiazepines; D003024: Clozapine; D003987: Dibenzothiazepines; D003988: Dibenzothiepins; D006801: Humans; D007093: Imidazoles; D007211: Indoles; D000077152: Olanzapine; D010879: Piperazines; D010890: Pirenzepine; D000069348: Quetiapine Fumarate; D018967: Risperidone; D013469: Sulpiride; D013844: Thiazoles; D015430: Weight Gain,,,https://openalex.org/W2062250724,60,8,1,1116,183,11,en,en
116,false,Low Incidence of Persistent Tardive Dyskinesia in Elderly Patients With Dementia Treated With Risperidone,The authors studied the incidence of tardive dyskinesia in elderly institutionalized patients with dementia being treated with risperidoneAfter participating in a week multicenter doubleblind study during which they received placebo or one of three doses of risperidone patients mean age years with Alzheimers vascular or mixed dementia were enrolled in a year openlabel study during which they received flexible doses of risperidone Persistent emergent tardive dyskinesia was defined according to scores on the dyskinesia subscale of the Extrapyramidal Symptom Rating ScaleThe mean modal risperidone dose was mgday SD and the median length of risperidone use was days The year cumulative incidence of persistent emergent tardive dyskinesia among the patients without dyskinesia at baseline was Patients with dyskinetic symptoms at baseline experienced significant reductions in the severity of dyskinesia Patients who received mgday of risperidone showed a significant improvement in psychopathologic symptoms over the year periodAlthough there was no control group the observed incidence of persistent tardive dyskinesia with risperidone seemed to be much lower than that seen in elderly patients treated with conventional neuroleptics The average optimal dose of risperidone in elderly dementia patients was found to be mgday,Jeste DV,2000,Am J Psychiatry,https://doi.org/10.1176/appi.ajp.157.7.1150,10873925,Jeste DV; Okamoto A; Napolitano J; Kane JM; Martinez RA,article,"D016430: Clinical Trial; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't","D000368: Aged; D000369: Aged, 80 and over; D000544: Alzheimer Disease; D014150: Antipsychotic Agents; D003704: Dementia; D015140: Dementia, Vascular; D004305: Dose-Response Relationship, Drug; D004311: Double-Blind Method; D004334: Drug Administration Schedule; D004409: Dyskinesia, Drug-Induced; D005260: Female; D005500: Follow-Up Studies; D006801: Humans; D015994: Incidence; D008297: Male; D010919: Placebos; D018967: Risperidone; D012720: Severity of Illness Index; D016019: Survival Analysis; D016896: Treatment Outcome",,,https://openalex.org/W2109946269,105,14,1,1411,213,6,en,en
117,false,Profiles of Cognitive Dysfunction in Chronic Amphetamine and Heroin Abusers,Groups of subjects whose primary drug of abuse was amphetamine or heroin were compared together with age and IQmatched control subjects The study consisted of a neuropsychological test battery which included both conventional tests and also computerised tests of recognition memory spatial working memory planning sequence generation visual discrimination learning and attentional setshifting Many of these tests have previously been shown to be sensitive to cortical damage including selective lesions of the temporal or frontal lobes and to cognitive deficits in dementia basal ganglia disease and neuropsychiatric disorder Qualitative differences as well as some commonalities were found in the profile of cognitive impairment between the two groups The chronic amphetamine abusers were significantly impaired in performance on the extradimensional shift task a core component of the Wisconsin Card Sort Test whereas in contrast the heroin abusers were impaired in learning the normally easier intradimensional shift component Both groups were impaired in some of tests of spatial working memory However the amphetamine group unlike the heroin group were not deficient in an index of strategic performance on this test The heroin group failed to show significant improvement between two blocks of a sequence generation task after training and additionally exhibited more perseverative behavior on this task The two groups were profoundly but equivalently impaired on a test of pattern recognition memory sensitive to temporal lobe dysfunction These results indicate that chronic drug use may lead to distinct patterns of cognitive impairment that may be associated with dysfunction of different components of corticostriatal circuitry,Ornstein TJ,2000,Neuropsychopharmacology,https://doi.org/10.1016/s0893-133x(00)00097-x,10882838,Ornstein TJ; Iddon JL; Baldacchino AM; Sahakian BJ; London M; Everitt BJ; Robbins TW,article,"D016430: Clinical Trial; D003160: Comparative Study; D018848: Controlled Clinical Trial; D016428: Journal Article; D013485: Research Support, Non-U.S. Gov't","D000293: Adolescent; D000328: Adult; D019969: Amphetamine-Related Disorders; D000662: Amphetamines; D000704: Analysis of Variance; D001288: Attention; D002908: Chronic Disease; D003072: Cognition Disorders; D005260: Female; D003932: Heroin; D006556: Heroin Dependence; D006801: Humans; D007807: Language Tests; D008297: Male; D008568: Memory; D008875: Middle Aged; D009483: Neuropsychological Tests; D010364: Pattern Recognition, Visual; D011930: Reaction Time; D012718: Set, Psychology",,,https://openalex.org/W2008599960,75,10,1,1772,281,10,en,en
118,false,No Side Effects After LowDose Amphetamine Administration in Stroke Rehabilitation,We read with interest the recent article by Fiorelli et al The authors confirmed the reliability of hemorrhagic transformation HT as a diagnosis which as we have found could be made by either a neuroradiologist or a trained neurologist However of greater clinical relevance was the fact that they found that only severe HT parenchymal hematoma PH in ECASS I was associated with an unfavorable outcomeAs shown in the Table the same result emerged from the Multicentre Acute Stroke TrialItaly MASTI analysis We have found that severe HT is very often associated with intraventricular or subarachnoid bleedingThis finding together with but independent of cerebral edema made the prognosis unfavorable in our studyThe severe HT PH definition of ECASS I points to a significant space occupying effect and includes the presence of a clot remote from the infarct areaBut the ECASS I investigators did not specifically assess the effect of the intraventricular or subarachnoid bleeding on the prognosisThis finding and not HT per se is the real adverse effect of thrombolytic treatment and we wonder whether any results from ECASS and NIH studies have been published on this pointWe need confirmation of our funding on the prognostic significance of intraventricular or subarachnoid bleeding before implementing new strategies to prevent it or to manage it as soon as it develops,Unwin H,2000,Stroke,https://doi.org/10.1161/01.str.31.7.1785-d,10884491,Unwin H; Walker-Batson D,article,D016430: Clinical Trial; D018848: Controlled Clinical Trial; D016422: Letter,D000661: Amphetamine; D000697: Central Nervous System Stimulants; D005260: Female; D006801: Humans; D008297: Male; D008875: Middle Aged; D020521: Stroke; D000071939: Stroke Rehabilitation,,,https://openalex.org/W1981705884,82,10,1,1416,249,5,en,en
119,false,Clozapine Augmentation Safety and Efficacy,While clozapine has been demonstrated to be efficacious in refractory schizophrenia and possibly schizoaffective as well as bipolar disorders a substantial number of patients still remain unresponsive One strategy in treating these refractory patients is to augment clozapine with other somatic treatments This article reviews the efficacy and safety of the combination of clozapine with other somatic treatments A total of articles were obtained from a manual as well as computerized Medline search of the English language literature from to March Few controlled studies exist most were case reportsseries From these data the greatest risk of adverse effects seems to be associated with clozapine combined with benzodiazepines valproate or lithium but no currently evaluated combination is absolutely unsafe In terms of efficacy the data suggest a number of potential augmentation strategies although controlled data are few Combination therapies with clozapine are common in clinical practice despite a lack of empirical data and the benefits and risks of these combinations need to be systematically reviewed,Chong SA,2000,Schizophr Bull,https://doi.org/10.1093/oxfordjournals.schbul.a033463,10885641,Chong SA; Remington G,article,D016428: Journal Article; D016454: Review,"D014150: Antipsychotic Agents; D003024: Clozapine; D004347: Drug Interactions; D004359: Drug Therapy, Combination; D006801: Humans; D012559: Schizophrenia",,,https://openalex.org/W2121458109,43,6,1,1147,189,8,en,en
